SP_CODE,SpCodeTaxon,Accepted,CorrectedTaxonName,Level,Phylum,Class,Order,Family,Genus,Species,OrganismCategory,OrgCat2,OrgCatAbbrev,OrgCat3,PloverPrey,PreyCat,Common Name,Comments
N267,Chione latilirata,no,Lirophora latilirata,Species,Mollusca,Bivalvia,Venerida,Veneridae,Lirophora,latilirata,bivalve,mollusk,M,bivalve,No,,,Not on WoRMS had to pull from IT IS. Accepted name is on WoRMS 
N270,Chione cancellata,yes,Chione cancellata,Species,Mollusca,Bivalvia,Venerida,Veneridae,Chione,cancellata,bivalve,mollusk,M,bivalve,No,,cross-barred venus,
N276,Gemma gemma,yes,Gemma gemma,Species,Mollusca,Bivalvia,Venerida,Veneridae,Gemma,gemma,bivalve,mollusk,M,bivalve,No,,,
N278,Petricola pholadiformis,no,Petricolaria pholadiformis,Species,Mollusca,Bivalvia,Venerida,Veneridae,Petricolaria,pholadiformis,bivalve,mollusk,M,bivalve,No,,,
N285,Tellina agilis,no,Ameritella agilis,Species,Mollusca,Bivalvia,Cardiida,Tellinidae,Ameritella,agilis,bivalve,mollusk,M,bivalve,No,,northern dwarf tellin,
N286,Tellina versicolor,no,Ameritella versicolor,Species,Mollusca,Bivalvia,Cardiida,Tellinidae,Ameritella,versicolor,bivalve,mollusk,M,bivalve,No,,many-colored tellin,
N287,Tellina alternata,no,Eurytellina alternata,Species,Mollusca,Bivalvia,Cardiida,Tellinidae,Eurytellina,alternata,bivalve,mollusk,M,bivalve,No,,,
N295,Macoma balthica,no,Limecola balthica,Species,Mollusca,Bivalvia,Cardiida,Tellinidae,Limecola,balthica,bivalve,mollusk,M,bivalve,No,,Baltic tellin/Baltic macoma,
N297,Macoma tenta,no,Macoploma tenta,Species,Mollusca,Bivalvia,Cardiida,Tellinidae,Macoploma,tenta,bivalve,mollusk,M,bivalve,No,,,
N299,Semele purpurascens,yes,Semele purpurascens,Species,Mollusca,Bivalvia,Cardiida,Semelidae,Semele,purpurascens,bivalve,mollusk,M,bivalve,No,,,
N302,Donax variabilis,yes,Donax variabilis,Species,Mollusca,Bivalvia,Cardiida,Donacidae,Donax,variabilis,bivalve,mollusk,M,bivalve,Yes,Donax,variable coquina,
N303,Tagelus divisus,yes,Tagelus divisus,Species,Mollusca,Bivalvia,Cardiida,Solecurtidae,Tagelus,divisus,bivalve,mollusk,M,bivalve,No,,purplish tagelus,
N304,Tagelus plebeius,yes,Tagelus plebeius,Species,Mollusca,Bivalvia,Cardiida,Solecurtidae,Tagelus,plebeius,bivalve,mollusk,M,bivalve,No,,stout tagelus,
N305,Ensis directus,yes,Ensis directus,Species,Mollusca,Bivalvia,Adapedonta,Pharidae,Ensis,directus,bivalve,mollusk,M,bivalve,No,,Atlantic razor clam,
N306,Solen viridis,yes,Solen viridis,Species,Mollusca,Bivalvia,Adapedonta,Solenidae,Solen,viridis,bivalve,mollusk,M,bivalve,No,,green jackknife clam,
N308,Spisula solidissima,yes,Spisula solidissima,Species,Mollusca,Bivalvia,na,Mactridae,Spisula,solidissima,bivalve,mollusk,M,bivalve,No,,Atlantic surfclam,
N316,Corbula contracta,no,Caryocorbula contracta,Species,Mollusca,Bivalvia,Myida,Corbulidae,Caryocorbula,contracta,bivalve,mollusk,M,bivalve,No,,,
N321,Barnea truncata,yes,Barnea truncata,Species,Mollusca,Bivalvia,Myida,Pholadidae,Barnea,truncata,bivalve,mollusk,M,bivalve,No,,Atlantic mud-piddock,
N322,Martesia striata,yes,Martesia striata,Species,Mollusca,Bivalvia,Myida,Pholadidae,Martesia,striata,bivalve,mollusk,M,bivalve,No,,,
N323,Martesia cuneiformis,yes,Martesia cuneiformis,Species,Mollusca,Bivalvia,Myida,Pholadidae,Martesia,cuneiformis,bivalve,mollusk,M,bivalve,No,,,
N326,Nassarina glypta,yes,Nassarina glypta,Species,Mollusca,Gastropoda,Neogastropoda,Columbellidae,Nassarius,glypta,gastropod,mollusk,M,gastropod,No,,,
N333,Lolliguncula brevis,yes,Lolliguncula brevis,Species,Mollusca,Cephalopoda,Myopsida,Loliginidae,Lolliguncula,brevis,squid,mollusk,M,squid,No,,Atlantic brief squid,
N336,Abra aequalis,yes,Abra aequalis,Species,Mollusca,Bivalvia,Cardiida,Semelidae,Abra,aequalis,bivalve,mollusk,M,bivalve,No,,,
N339,Abra lioica,yes,Abra lioica,Species,Mollusca,Bivalvia,Cardiida,Semelidae,Abra,lioica,bivalve,mollusk,M,bivalve,No,,smooth abra,
N356,Chione sp.,yes,Chione sp.,Genus,Mollusca,Bivalvia,Venerida,Veneridae,Chione,na,bivalve,mollusk,M,bivalve,No,,,
N362,Cyclostremiscus pentagonus,yes,Cyclostremiscus pentagonus,Species,Mollusca,Gastropoda,Littorinimorpha,Tornidae,Cyclostremiscus,pentagonus,gastropod,mollusk,M,gastropod,No,,,
N374,Seila adamsi,yes,Seila adamsi,Species,Mollusca,Gastropoda,Caenogastropoda,Cerithiopsidae,Seila,adamsii,gastropod,mollusk,M,gastropod,No,,,
N375,Pelecypoda,no,Bivalvia,Class,Mollusca,Bivalvia,na,na,na,na,bivalve,mollusk,M,bivalve,No,,,
N375A,Pelecypoda sp. A,no,Bivalvia sp. A,Class,Mollusca,Bivalvia,na,na,na,na,bivalve,mollusk,M,bivalve,No,,,
N375B,Pelecypoda sp. B,no,Bivalvia sp. B,Class,Mollusca,Bivalvia,na,na,na,na,bivalve,mollusk,M,bivalve,No,,,
N375D,Pelecypoda sp. D,no,Bivalvia sp. D,Class,Mollusca,Bivalvia,na,na,na,na,bivalve,mollusk,M,bivalve,No,,,
N376,Mulinia lateralis,yes,Mulinia lateralis,Species,Mollusca,Bivalvia,na,Mactridae,Mulinia,lateralis,bivalve,mollusk,M,bivalve,No,,dwarf surfclam,
N377,Corbicula sp.,yes,Corbicula sp.,Genus,Mollusca,Bivalvia,Venerida,Cyrenidae,Corbicula,na,bivalve,mollusk,M,bivalve,No,,,
N382,Busycon sp.,yes,Busycon sp.,Genus,Mollusca,Gastropoda,Neogastropoda,Busyconidae,Busycon,na,gastropod,mollusk,M,gastropod,No,,,
N387,Tellina sp.,yes,Tellina sp.,Genus,Mollusca,Bivalvia,Cardiida,Tellinidae,Tellina,na,bivalve,mollusk,M,bivalve,No,,,
N388,Crepidula fornicata,yes,Crepidula fornicata,Species,Mollusca,Gastropoda,Littorinimorpha,Calyptraeidae,Crepidula,fornicata,gastropod,mollusk,M,gastropod,No,,American slipper limpet,
N393,Brachidontes sp.,yes,Brachidontes sp.,Genus,Mollusca,Bivalvia,Mytilida,Mytilidae,Brachidontes,na,bivalve,mollusk,M,bivalve,No,,,
N396,Gastropoda,yes,Gastropoda,Class,Mollusca,Gastropoda,na,na,na,na,gastropod,mollusk,M,gastropod,No,,,
N399,Lyonsia hyalina,yes,Lyonsia hyalina,Species,Mollusca,Bivalvia,na,Lyonsiidae,Lyonsia,hyalina,bivalve,mollusk,M,bivalve,No,,glassy lyonsia,
N428,Marginella sp.,yes,Marginella sp.,Genus,Mollusca,Gastropoda,Neogastropoda,Marginellidae,Marginella,na,gastropod,mollusk,M,gastropod,No,,,
N431,Nassariidae,yes,Nassariidae,Family,Mollusca,Gastropoda,Neogastropoda,Nassariidae,na,na,gastropod,mollusk,M,gastropod,No,,,
N432,Nassarius sp.,yes,Nassarius sp.,Genus,Mollusca,Gastropoda,Neogastropoda,Nassariidae,Nassarius,na,gastropod,mollusk,M,gastropod,No,,,
N436,Naticidae,yes,Naticidae,Family,Mollusca,Gastropoda,Littorinimorpha,Naticidae,na,na,gastropod,mollusk,M,gastropod,No,,,
N442,Cerithiopsis emersoni,no,Retilaskeya emersonii,Species,Mollusca,Gastropoda,Caenogastropoda,Cerithiopsidae,Retilaskeya,emersonii,gastropod,mollusk,M,gastropod,No,,,
N445,Epitonium sp.,yes,Epitonium sp.,Genus,Mollusca,Gastropoda,Caenogastropoda,Epitoniidae,Epitonium,na,gastropod,mollusk,M,gastropod,No,,,
N449,Amygdalum papyrium,no,Arcuatula papyria,Species,Mollusca,Bivalvia,Mytilida,Mytilidae,Arcuatula,papyria,bivalve,mollusk,M,bivalve,No,,,
N456,Aorotrema sp.,yes,Aorotrema sp.,Genus,Mollusca,Gastropoda,Littorinimorpha,Tornidae,Aorotrema,na,gastropod,mollusk,M,gastropod,No,,,
N457,Pleuromeris tridentata,yes,Pleuromeris tridentata,Species,Mollusca,Bivalvia,Carditida,Carditidae,Pleuromeris,tridentata,bivalve,mollusk,M,bivalve,No,,,
N461,Lioberus castaneus,yes,Lioberus castaneus,Species,Mollusca,Bivalvia,Mytilida,Mytilidae,Lioberus,castaneus,bivalve,mollusk,M,bivalve,No,,,
N462,Cumingia coarctata,no,Cumingia lamellosa,Species,Mollusca,Bivalvia,Cardiida,Semelidae,Cumingia,lamellosa,bivalve,mollusk,M,bivalve,No,,,
N466,Corbula sp.,no,Asaphis,Genus,Mollusca,Bivalvia,Cardiida,Psammobiidae,Asaphis,na,bivalve,mollusk,M,bivalve,No,,,
N469,Laevicardium sp.,yes,Laevicardium sp.,Genus,Mollusca,Bivalvia,Cardiida,Carditidae,Laevicardium,na,bivalve,mollusk,M,bivalve,No,,,
N470,Anadara sp.,yes,Anadara sp.,Genus,Mollusca,Bivalvia,Arcida,Arcidae,Anadara,na,bivalve,mollusk,M,bivalve,No,,,
N473,Arcidae,yes,Arcidae,Family,Mollusca,Bivalvia,Arcida,Arcidae,na,na,bivalve,mollusk,M,bivalve,No,,,
N474,Mactridae,yes,Mactridae,Family,Mollusca,Bivalvia,Mactridae,na,na,na,bivalve,mollusk,M,bivalve,No,,,
N481,Muricidae,yes,Muricidae,Family,Mollusca,Gastropoda,Neogastropoda,Muricidae,na,na,gastropod,mollusk,M,gastropod,No,,,
N482,Dondice occidentalis,yes,Dondice occidentalis,Species,Mollusca,Gastropoda,Nudibranchia,Facelinidae,Dondice,occidentalis,gastropod,mollusk,M,gastropod,No,,,
N490,Aligena elevata,no,Kelliopsis elevata,Species,Mollusca,Bivalvia,na,Montacutidae,Kelliopsis,elevata,bivalve,mollusk,M,bivalve,No,,,
N498,Natica sp.,yes,Natica sp.,Genus,Mollusca,Gastropoda,Littorinimorpha,Naticidae,Natica,na,gastropod,mollusk,M,gastropod,No,,,
N515,Tellina americana,no,Coanyax americanus,Species,Mollusca,Bivalvia,Cardiida,Tellinidae,Coanyax,americanus,bivalve,mollusk,M,bivalve,No,,,
N519,Mytilidae,yes,Mytilidae,Family,Mollusca,Bivalvia,Mytilida,Mytilidae,na,na,bivalve,mollusk,M,bivalve,No,,,
N522,Ilyanassa obsoleta,no,Tritia obsoleta,Species,Mollusca,Gastropoda,Neogastropoda,Nassariidae,Tritia,obsoleta,gastropod,mollusk,M,gastropod,No,,eastern mudsnail,
N523,Acteocina canaliculata,yes,Acteocina canaliculata,Species,Mollusca,Gastropoda,Cephalaspidea,Acteocinidae,Acteocina,canaliculata,gastropod,mollusk,M,gastropod,No,,channeled barrel-bubble,
N524,Macoma sp.,yes,Macoma sp.,Genus,Mollusca,Bivalvia,Cardiida,Tellinidae,Macoma,na,bivalve,mollusk,M,bivalve,No,,,
N525,Macoma extenuata,no,Macoploma extenuata,Species,Mollusca,Bivalvia,Cardiida,Tellinidae,Macoploma,extenuata,bivalve,mollusk,M,bivalve,No,,,
N528,Odostomia sp.,yes,Odostomia sp.,Genus,Mollusca,Gastropoda,na,Pyramidellidae,Odostomia,na,gastropod,mollusk,M,gastropod,No,,,
N529,Turbonilla sp.,yes,Turbonilla sp.,Genus,Mollusca,Gastropoda,na,Pyramidellidae,Turbonilla,na,gastropod,mollusk,M,gastropod,No,,,
N532,Diplodonta sp.,yes,Diplodonta sp.,Genus,Mollusca,Bivalvia,na,Ungulinidae,Diplodonta,na,bivalve,mollusk,M,bivalve,No,,,
N534,Epitonium humphreysi,yes,Epitonium humphreysi,Species,Mollusca,Gastropoda,na,Epitoniidae,Epitonium,humphreysii,gastropod,mollusk,M,gastropod,No,,,
N535,Nucula sp.,yes,Nucula sp.,Genus,Mollusca,Bivalvia,Nuculida,Nuculidae,Nucula,na,bivalve,mollusk,M,bivalve,No,,,
N536,Olividae,yes,Olividae,Family,Mollusca,Gastropoda,Neogastropoda,Olividae,na,na,gastropod,mollusk,M,gastropod,No,,,
N537,Pholadidae,yes,Pholadidae,Family,Mollusca,Bivalvia,Myida,Pholadidae,na,na,bivalve,mollusk,M,bivalve,No,,,
N539,Terebra dislocata,yes,Terebra dislocata,Species,Mollusca,Gastropoda,Neogastropoda,Terebridae,Terebra,dislocata,gastropod,mollusk,M,gastropod,No,,eastern auger,
N540,Veneridae,yes,Veneridae,Family,Mollusca,Bivalvia,Venerida,Veneridae,na,na,bivalve,mollusk,M,bivalve,No,,,
N545,Crassinella lunulata,yes,Crassinella lunulata,Species,Mollusca,Bivalvia,Carditida,Crassatellidae,Crassinella,lunulata,bivalve,mollusk,M,bivalve,No,,,
N546,Lucina radians,no,Callucina keenae,Species,Mollusca,Bivalvia,Lucinida,Lucinidae,Callucina,keenae,bivalve,mollusk,M,bivalve,No,,,
N547,Modiolus sp.,yes,Modiolus sp.,Genus,Mollusca,Bivalvia,Mytilida,Mytilidae,Modiolus,na,bivalve,mollusk,M,bivalve,No,,,
N548,Acteon candens,yes,Acteon candens,Species,Mollusca,Gastropoda,na,Acteonidae,Acteon,candens,gastropod,mollusk,M,gastropod,No,,,
N549,Caecum sp.,yes,Caecum sp.,Genus,Mollusca,Gastropoda,Littorinimorpha,Caecidae,Caecum,na,gastropod,mollusk,M,gastropod,No,,,
N550,Tellinidae,yes,Tellinidae,Family,Mollusca,Bivalvia,Cardiida,Tellinidae,na,na,bivalve,mollusk,M,bivalve,No,,,
N552,Turridae,yes,Turridae,Family,Mollusca,Gastropoda,Neogastropoda,Turridae,na,na,gastropod,mollusk,M,gastropod,No,,,
N555,Cerithium sp.,yes,Cerithium sp.,Genus,Mollusca,Gastropoda,Caenogastropoda,Cerithiidae,Cerithium,na,gastropod,mollusk,M,gastropod,No,,,
N556,Olivella sp.,yes,Olivella sp.,Genus,Mollusca,Gastropoda,Neogastropoda,Olivellidae,Olivella,na,gastropod,mollusk,M,gastropod,No,,,
N580,Corbula chittyana,no,Caryocorbula chittyana,Species,Mollusca,Bivalvia,Myida,Corbulidae,Caryocorbula,chittyana,bivalve,mollusk,M,bivalve,No,,,
N587,Bushia sp.,yes,Bushia sp.,Genus,Mollusca,Bivalvia,na,Thraciidae,Bushia,na,bivalve,mollusk,M,bivalve,No,,,
N600,Melanella sp.,yes,Melanella sp.,Genus,Mollusca,Gastropoda,Littorinimorpha,Eulimidae,Melanella,na,gastropod,mollusk,M,gastropod,No,,,
N601,Anachis sp.,yes,Anachis sp.,Genus,Mollusca,Gastropoda,Neogastropoda,Columbellidae,Anachis,na,gastropod,mollusk,M,gastropod,No,,,
N654,Polinices sp.,yes,Polinices sp.,Genus,Mollusca,Gastropoda,Littorinimorpha,Naticidae,Polinices,na,gastropod,mollusk,M,gastropod,No,,,
N658,Volvulella persimilis,yes,Volvulella persimilis,Species,Mollusca,Gastropoda,Cephalaspidea,Rhizoridae,Volvulella,persimilis,gastropod,mollusk,M,gastropod,No,,,
N661,Caecum cooperi,yes,Caecum cooperi,Species,Mollusca,Gastropoda,Littorinimorpha,Caecidae,Caecum,cooperi,gastropod,mollusk,M,gastropod,No,,,
N675,Olivella minuta,yes,Olivella minuta,Species,Mollusca,Gastropoda,Neogastropoda,Olividae,Olivella,minuta,gastropod,mollusk,M,gastropod,No,,,
N691,Polycera sp.,yes,Polycera sp.,Genus,Mollusca,Gastropoda,Nudibranchia,Polyceridae,Polycera,na,gastropod,mollusk,M,gastropod,No,,,
N709,Odostomia dux,no,Chrysallida dux,Species,Mollusca,Gastropoda,na,Pyramidellidae,Chrysallida,dux,gastropod,mollusk,M,gastropod,No,,,
N719,Donax sp.,yes,Donax sp.,Genus,Mollusca,Bivalvia,Cardiida,Donacidae,Donax,na,bivalve,mollusk,M,bivalve,Yes,Donax,,
N724,Ostrea sp.,yes,Ostrea sp.,Genus,Mollusca,Bivalvia,Ostreida,Ostreidae,Ostrea,na,bivalve,mollusk,M,bivalve,No,,,
N725,Opisthobranchia,yes,Opisthobranchia,Infraclass,Mollusca,Gastropoda,na,na,na,na,gastropod,mollusk,M,gastropod,No,,,
N739,Cerithidea sp.,yes,Cerithidea sp.,Genus,Mollusca,Gastropoda,Caenogastropoda,Potamididae,Cerithidea,na,gastropod,mollusk,M,gastropod,No,,,
N743,Morula didyma,no,Trachypollia didyma,Species,Mollusca,Gastropoda,Neogastropoda,Muricidae,Trachypollia,didyma,gastropod,mollusk,M,gastropod,No,,,
N756,Lucina nassula,no,Lucinisca nassula,Species,Mollusca,Bivalvia,Lucinida,Lucinidae,Lucinisca,nassula,bivalve,mollusk,M,bivalve,No,,,
N766,Melanella intermedia,no,Melanella polita,Species,Mollusca,Gastropoda,Littorinimorpha,Eulimidae,Melanella,polita,gastropod,mollusk,M,gastropod,No,,,
N769,Dentalium sp.,yes,Dentalium sp.,Genus,Mollusca,Scaphopoda,Dentaliida,Dentaliidae,Dentalium,na,tusk shell,mollusk,M,tusk shell,No,,,
N775,Caecum carolinianum,yes,Caecum carolinianum,Species,Mollusca,Gastropoda,Littorinimorpha,Caecidae,Caecum,carolinianum,gastropod,mollusk,M,gastropod,No,,,
N778,Pythinella cuneata,yes,Pythinella cuneata,Species,Mollusca,Bivalvia,na,Lasaeidae,Pythinella,cuneata,bivalve,mollusk,M,bivalve,No,,cuneate montacutid,
N781,Cerithiopsis sp.,yes,Cerithiopsis sp.,Genus,Mollusca,Gastropoda,Caenogastropoda,Cerithiopsidae,Cerithiopsi,na,gastropod,mollusk,M,gastropod,No,,,
N808,Hydrobiidae,yes,Hydrobiidae,Family,Mollusca,Gastropoda,Littorinimorpha,Hydrobiidae,na,na,gastropod,mollusk,M,gastropod,No,,,
N821,Melampus bidentatus,yes,Melampus bidentatus,Species,Mollusca,Gastropoda,Pulmonata,Ellobiidae,Melampus,bidentatus,gastropod,mollusk,M,gastropod,No,,,
N823,Doriopsilla pharpa,yes,Doriopsilla pharpa,Species,Mollusca,Gastropoda,Nudibranchia,Dendrodorididae,Doriopsilla,pharpa,gastropod,mollusk,M,gastropod,No,,lemon drop,
N826,Littorinidae,yes,Littorinidae,Family,Mollusca,Gastropoda,Littorinimorpha,Littorinidae,na,na,gastropod,mollusk,M,gastropod,No,,,
N829,Rissoidae,yes,Rissoidae,Family,Mollusca,Gastropoda,Littorinimorpha,Rissoidae,na,na,gastropod,mollusk,M,gastropod,No,,,
N832,Pyramidellidae,yes,Pyramidellidae,Family,Mollusca,Gastropoda,na,Pyramidellidae,na,na,gastropod,mollusk,M,gastropod,No,,,
N838,Pyrgocythara plicosa,yes,Pyrgocythara plicosa,Species,Mollusca,Gastropoda,Neogastropoda,Mangeliidae,Pyrgocythara,plicosa,gastropod,mollusk,M,gastropod,No,,plicate mangelia,
N839,Sphenia antillensis,no,Sphenia fragilis,Species,Mollusca,Bivalvia,Myida,Myidae,Sphenia,fragilis,bivalve,mollusk,M,bivalve,No,,,
N849,Acteocina sp.,yes,Acteocina sp.,Genus,Mollusca,Gastropoda,Cephalaspidea,Acteocinidae,Acteocina,na,gastropod,mollusk,M,gastropod,No,,,
N855,Mangelia quadrata,no,Glyphoturris quadrata,Species,Mollusca,Gastropoda,Neogastropoda,Mangeliidae,Glyphoturris,quadrata,gastropod,mollusk,M,gastropod,No,,,
N856,Dentalium texasianum,no,Paradentalium americanum,Species,Mollusca,Scaphopoda,Dentaliida,Dentaliidae,Paradentalium,americanum,tusk shell,mollusk,M,tusk shell,No,,American tuskshell,
N857,Teinostoma sp.,yes,Teinostoma sp.,Genus,Mollusca,Gastropoda,Littorinimorpha,Tornidae,Teinostoma,na,gastropod,mollusk,M,gastropod,No,,,
N859,Sacoglossa,yes,Sacoglossa,Order,Mollusca,Gastropoda,Sacoglossa,na,na,na,gastropod,mollusk,M,gastropod,No,,,
N862,Nassarius acutus,yes,Nassarius acutus,Species,Mollusca,Gastropoda,Neogastropoda,Nassariidae,Nassarius,acutus,gastropod,mollusk,M,gastropod,No,,sharp nassa,
N872,Crepidulidae,no,Calyptraeidae,Family,Mollusca,Gastropoda,Littorinimorpha,Calyptraeidae,na,na,gastropod,mollusk,M,gastropod,No,,,
N877,Tagelus sp.,yes,Tagelus sp.,Genus,Mollusca,Bivalvia,Cardiida,Solecurtidae,Tagelus,na,bivalve,mollusk,M,bivalve,No,,,
N879,Acteonidae,yes,Acteonidae,Family,Mollusca,Gastropoda,unassigned,Acteonidae,na,na,gastropod,mollusk,M,gastropod,No,,,
N881,Corbiculidae,no,Cyrenidae,Family,Mollusca,Bivalvia,Venerida,Cyrenidae,na,na,bivalve,mollusk,M,bivalve,No,,,
N885,Mysella cuneata,no,Mysella cuneata (not in WoRMS),Species,Mollusca,Bivalvia,na,Montacutidae,Mysella,cuneata,bivalve,mollusk,M,bivalve,No,,,
P003,Sipuncula,yes,Sipuncula,Phylum,Sipuncula,na,na,na,na,na,sipunculid,other,O,sipunculid,No,,,
P009,Aspidosiphon muelleri,no,Aspidosiphon muelleri,Species,Sipuncula,Phascolosomatidea,Aspidosiphonida,Aspidosiphonidae,Aspidosiphon,muelleri,sipunculid,other,O,sipunculid,No,,,
P300,Polychaeta,yes,Polychaeta,Class,Annelida,Polychaeta,na,na,na,na,polychaete,polychaete,P,polychaete,No,,,
P300A,Polychaeta sp. A,yes,Polychaeta,Class,Annelida,Polychaeta,na,na,na,na,polychaete,polychaete,P,polychaete,No,,,
P301,Echiura,yes,Echiura,Subclass,Annelida,Polychaeta,na,na,na,na,polychaete,polychaete,P,polychaete,No,,,"""accepted"" grayed out"
P303,Ophelia denticulata,yes,Ophelia denticulata,Species,Annelida,Polychaeta,na,Opheliidae,Ophelia,denticulata,polychaete,polychaete,P,polychaete,No,,,
P304,Drilonereis sp.,yes,Drilonereis sp.,Genus,Annelida,Polychaeta,Eunicida,Oenonidae,Drilonereis,na,polychaete,polychaete,P,polychaete,Yes,polychaete,,
P311,Trypanosyllis sp.,yes,Trypanosyllis sp.,Genus,Annelida,Polychaeta,Phyllodocida,Syllidae,Trypanosyllis,na,polychaete,polychaete,P,polychaete,No,,,
P316,Sigalionidae,yes,Sigalionidae,Family,Annelida,Polychaeta,Phyllodocida,Sigalionidae,na,na,polychaete,polychaete,P,polychaete,No,,,
P317,Pisione remota,yes,Pisione remota,Species,Annelida,Polychaeta,Phyllodocida,Sigalionidae,Pisione,remota,polychaete,polychaete,P,polychaete,No,,,
P330,Syllis gracilis,yes,Syllis gracilis,Species,Annelida,Polychaeta,Phyllodocida,Syllidae,Syllis,gracilis,polychaete,polychaete,P,polychaete,No,,,
P335,Glycinde sp.,yes,Glycinde sp.,Genus,Annelida,Polychaeta,Phyllodocida,Goniadidae,Glycinde,na,polychaete,polychaete,P,polychaete,No,,,
P337,Serpulidae,yes,Serpulidae,Family,Annelida,Polychaeta,Sabellida,Serpulidae,na,na,polychaete,polychaete,P,polychaete,No,,,
P340,Sphaerosyllis glandulata,yes,Sphaerosyllis glandulata,Species,Annelida,Polychaeta,Phyllodocida,Syllidae,Sphaerosyllis,glandulata,polychaete,polychaete,P,polychaete,No,,,
P343,Magelona sp.,yes,Magelona sp.,Genus,Annelida,Polychaeta,Spionida,Magelonidae,Magelona,na,polychaete,polychaete,P,polychaete,No,,,
P345,Fabricinae,no,Fabriciidae,Family,Annelida,Polychaeta,Sabellida,Fabriciidae,na,na,polychaete,polychaete,P,polychaete,No,,,
P346,Sabellaria floridensis,yes,Sabellaria floridensis,Species,Annelida,Polychaeta,Sabellida,Sabellariidae,Sabellaria,floridensis,polychaete,polychaete,P,polychaete,No,,,
P349,Notomastus americanus,no,Notomastus hemipodus,Species,Annelida,Polychaeta,na,Capitellidae,Notomastus,hemipodus,polychaete,polychaete,P,polychaete,No,,,
P351,Phyllodoce madeirensis,yes,Phyllodoce madeirensis,Species,Annelida,Polychaeta,Phyllodocida,Phyllodocidae,Phyllodoce,madeirensis,polychaete,polychaete,P,polychaete,No,,,
P353,Sphaerosyllis longicauda,no,Prosphaerosyllis longicauda,Species,Annelida,Polychaeta,Phyllodocida,Syllidae,Prosphaerosyllis,longicauda,polychaete,polychaete,P,polychaete,No,,,
P354,Arabella sp.,yes,Arabella sp.,Genus,Annelida,Polychaeta,Eunicida,Oenonidae,Arabella,na,polychaete,polychaete,P,polychaete,Yes,polychaete,,
P355,Sthenelais sp.,yes,Sthenelais sp.,Genus,Annelida,Polychaeta,Phyllodocida,Sigalionidae,Sthenelais,na,polychaete,polychaete,P,polychaete,No,,,
P360,Amphinomidae,yes,Amphinomidae,Family,Annelida,Polychaeta,Amphinomida,Amphinomidae,na,na,polychaete,polychaete,P,polychaete,No,,,
P362,Harmothoe sp.,yes,Harmothoe sp.,Genus,Annelida,Polychaeta,Phyllodocida,Polynoidae,Harmothoe,na,polychaete,polychaete,P,polychaete,No,,,
P364,Caulleriella sp.,yes,Caulleriella sp.,Genus,Annelida,Polychaeta,Terebellida,Cirratulidae,Caulleriella,na,polychaete,polychaete,P,polychaete,No,,,
P365,Exogone sp.,yes,Exogone sp.,Genus,Annelida,Polychaeta,Phyllodocida,Syllidae,Exogone,na,polychaete,polychaete,P,polychaete,No,,,
P367,Sabellaria vulgaris vulgaris,no,Sabellaria vulgaris,Species,Annelida,Polychaeta,Sabellida,Sabellidae,Sabellaria,vulgaris,polychaete,polychaete,P,polychaete,No,,sand-builder worm/reefworm,
P369,Hyboscolex longiseta,yes,Hyboscolex longiseta,Species,Annelida,Polychaeta,na,Scalibregmatidae,Hyboscolex,longiseta,polychaete,polychaete,P,polychaete,No,,,
P371,Phyllodoce fragilis,no,Nereiphylla fragilis,Species,Annelida,Polychaeta,Phyllodocida,Phyllodocidae,Nereiphylla,fragilis,polychaete,polychaete,P,polychaete,No,,,
P376,Megalomma bioculatum,yes,Megalomma bioculatum,Species,Annelida,Polychaeta,Sabellida,Sabellidae,Megalomma,bioculatum,polychaete,polychaete,P,polychaete,No,,,"""accepted"" grayed out"
P377,Proceraea sp.,yes,Proceraea sp.,Subgenus,Annelida,Polychaeta,Phyllodocida,Syllidae,Autolytus,na,polychaete,polychaete,P,polychaete,No,,,
P383,Hydroides sp.,yes,Hydroides sp.,Genus,Annelida,Polychaeta,Sabellida,Serpulidae,Hydroides,na,polychaete,polychaete,P,polychaete,No,,,
P384,Lumbrineridae,yes,Lumbrineridae,Family,Annelida,Polychaeta,Eunicida,Lumbrineridae,na,na,polychaete,polychaete,P,polychaete,No,,,
P388,Autolytus sp.,no,Myrianida,Genus,Annelida,Polychaeta,Phyllodocida,Syllidae,Myrianida,na,polychaete,polychaete,P,polychaete,No,,,
P391,Pista palmata,yes,Pista palmata,Species,Annelida,Polychaeta,Terebellida,Terebellidae,Pista,palmata,polychaete,polychaete,P,polychaete,No,,,
P392,Sabellaria sp.,yes,Sabellaria sp.,Genus,Annelida,Polychaeta,Sabellida,Sabellidae,Sabellaria,na,polychaete,polychaete,P,polychaete,No,,,
P397,Phyllodoce sp.,yes,Phyllodoce sp.,Genus,Annelida,Polychaeta,Phyllodocida,Phyllodocidae,Phyllodoce,na,polychaete,polychaete,P,polychaete,No,,,
P398,Potamilla sp.,yes,Potamilla sp.,Genus,Annelida,Polychaeta,Sabellida,Sabellidae,Potamilla,na,polychaete,polychaete,P,polychaete,No,,,
P401,Streblosoma sp.,yes,Streblosoma sp.,Genus,Annelida,Polychaeta,Terebellida,Terebellidae,Streblosoma,na,polychaete,polychaete,P,polychaete,No,,,
