HUC_ID,HUC_DIGITS,YEAR,UPLAND,PRCT_IMPERV
305020202,10,2001,0,1.90210478
305020503,10,2001,0,0.749112728
305020603,10,2001,0,0.232279976
304020605,10,2001,0,0.838562688
306011001,10,2001,0,0.424814377
306011002,10,2001,0,1.054012842
306010901,10,2001,0,0.49095846
306010903,10,2001,0,3.194385824
306011003,10,2001,0,1.569775663
304020406,10,2001,0,1.010943675
304020607,10,2001,0,1.364533984
304020803,10,2001,0,5.240780812
304020702,10,2001,0,0.331249276
304020604,10,2006,0,0.155002592
304020606,10,2006,0,0.348267454
304020801,10,2006,0,1.270872939
304020802,10,2006,0,3.060498242
306020206,10,2006,0,0.77854732
306020306,10,2006,0,0.378690631
306020401,10,2006,0,1.843627247
306020402,10,2006,0,5.225853149
306020403,10,2006,0,3.148893888
305020604,10,2006,0,0.333394993
305020702,10,2006,0,0.847498686
305020705,10,2006,0,0.356948794
305020706,10,2006,0,0.485581897
305020707,10,2006,0,0.340247437
305020708,10,2006,0,1.597105757
305020709,10,2006,0,0.546675353
305020710,10,2006,0,0.213893631
305020711,10,2006,0,0.363933878
305020801,10,2006,0,1.620941814
306020405,10,2006,0,0.473348912
305020803,10,2006,0,0.363959355
305020804,10,2006,0,1.16358813
305020805,10,2006,0,3.427492895
305020806,10,2006,0,1.266730863
305020901,10,2006,0,0.003000781
305020902,10,2006,0,0.853240922
305021001,10,2006,0,0.203959778
306010902,10,2006,0,0.805386015
304020408,10,2006,0,0.629719363
304020508,10,2006,0,0.322344976
304020509,10,2006,0,0.437420328
304020608,10,2006,0,2.038682529
304020609,10,2006,0,4.782557339
304020610,10,2006,0,3.872377874
304020701,10,2006,0,1.32313809
304020804,10,2006,0,1.166442787
305011202,10,2006,0,0.153417507
305011203,10,2006,0,0.084790268
305011204,10,2006,0,0.15151732
305020101,10,2006,0,0.618463132
305020102,10,2006,0,0.455454877
305020103,10,2006,0,0.13233221
305020104,10,2006,0,4.248059847
305020105,10,2006,0,1.370049816
305020106,10,2006,0,13.30513819
305020107,10,2006,0,7.370755074
305020201,10,2006,0,0.213329404
305020202,10,2006,0,2.100358862
305020503,10,2006,0,0.773528277
305020603,10,2006,0,0.235821201
304020605,10,2006,0,0.861520741
306011001,10,2006,0,0.477727904
306011002,10,2006,0,1.557382429
306010901,10,2006,0,0.495041837
306010903,10,2006,0,3.922123527
306011003,10,2006,0,1.932082213
304020406,10,2006,0,1.069629889
304020607,10,2006,0,1.715120088
304020803,10,2006,0,6.145979183
304020702,10,2006,0,0.345265349
304020604,10,2011,0,0.155002592
304020606,10,2011,0,0.348582964
304020801,10,2011,0,1.306171852
304020802,10,2011,0,3.181115323
306020206,10,2011,0,0.810590677
306020306,10,2011,0,0.379741707
306020401,10,2011,0,1.906269744
306020402,10,2011,0,5.784633472
306020403,10,2011,0,3.313998338
305020604,10,2011,0,0.33966647
305020702,10,2011,0,0.852394929
305020705,10,2011,0,0.359959326
305020706,10,2011,0,0.486039997
305020707,10,2011,0,0.340694998
305020708,10,2011,0,1.684568909
305020709,10,2011,0,0.557617401
305020710,10,2011,0,0.2140608
305020711,10,2011,0,0.368510324
305020801,10,2011,0,1.632065118
306020405,10,2011,0,0.52881159
305020803,10,2011,0,0.363959355
305020804,10,2011,0,1.178270951
305020805,10,2011,0,3.579325583
305020806,10,2011,0,1.427166047
305020901,10,2011,0,0.003000781
305020902,10,2011,0,0.881191215
305021001,10,2011,0,0.2055884
306010902,10,2011,0,0.830740374
304020408,10,2011,0,0.632187077
304020508,10,2011,0,0.324350908
304020509,10,2011,0,0.441984739
304020608,10,2011,0,2.224126812
304020609,10,2011,0,5.671098356
304020610,10,2011,0,4.461506152
304020701,10,2011,0,1.361618479
304020804,10,2011,0,1.308929086
305011202,10,2011,0,0.154381278
305011203,10,2011,0,0.084790268
305011204,10,2011,0,0.15151732
305020101,10,2011,0,0.626418597
305020102,10,2011,0,0.457032126
305020103,10,2011,0,0.132517303
305020104,10,2011,0,4.469105131
305020105,10,2011,0,1.659738847
305020106,10,2011,0,14.01206424
305020107,10,2011,0,7.818438501
305020201,10,2011,0,0.223268764
305020202,10,2011,0,2.279775821
305020503,10,2011,0,0.776026545
305020603,10,2011,0,0.237230498
304020605,10,2011,0,0.868352913
306011001,10,2011,0,0.507137274
306011002,10,2011,0,2.058232699
306010901,10,2011,0,0.496684336
306010903,10,2011,0,4.430621058
306011003,10,2011,0,2.058908592
304020406,10,2011,0,1.079485233
304020607,10,2011,0,1.783964939
304020803,10,2011,0,6.55744963
304020702,10,2011,0,0.358479992
304020406,10,2001,1,1.013909386
304020408,10,2001,1,0.621375273
304020508,10,2001,1,0.321569951
304020509,10,2001,1,0.424659052
304020604,10,2001,1,0.155177601
304020605,10,2001,1,0.841449794
304020606,10,2001,1,0.347527096
304020607,10,2001,1,1.371820359
304020608,10,2001,1,1.838110919
304020609,10,2001,1,3.509551881
304020610,10,2001,1,2.786028163
304020701,10,2001,1,1.225744334
304020702,10,2001,1,0.420030905
304020801,10,2001,1,1.452013268
304020802,10,2001,1,3.746451882
304020803,10,2001,1,12.37998121
304020804,10,2001,1,2.606079886
305011202,10,2001,1,0.155090997
305011203,10,2001,1,0.09779152
305011204,10,2001,1,0.173108767
305020101,10,2001,1,1.56305113
305020102,10,2001,1,0.451481327
305020103,10,2001,1,0.132927364
305020104,10,2001,1,3.422967684
305020105,10,2001,1,1.019206911
305020106,10,2001,1,12.10642653
305020107,10,2001,1,8.124974341
305020201,10,2001,1,0.213950413
305020202,10,2001,1,2.942849489
305020503,10,2001,1,0.750841886
305020603,10,2001,1,0.294387475
305020604,10,2001,1,0.399750074
305020702,10,2001,1,0.752382616
305020705,10,2001,1,0.357587347
305020706,10,2001,1,0.481407154
305020707,10,2001,1,0.354579628
305020708,10,2001,1,1.540411653
305020709,10,2001,1,0.535586604
305020710,10,2001,1,0.2282075
305020711,10,2001,1,0.563333031
305020801,10,2001,1,1.61543334
305020803,10,2001,1,0.362556167
305020804,10,2001,1,1.118629802
305020805,10,2001,1,4.019575226
305020806,10,2001,1,1.320846735
305020901,10,2001,1,0.008120189
305020902,10,2001,1,1.476278228
305021001,10,2001,1,0.541710451
306010901,10,2001,1,0.499667561
306010902,10,2001,1,0.685438657
306010903,10,2001,1,3.542809225
306011001,10,2001,1,0.427386265
306011002,10,2001,1,1.101170375
306011003,10,2001,1,2.864181381
306020206,10,2001,1,0.697589527
306020306,10,2001,1,0.371189394
306020401,10,2001,1,3.198879976
306020402,10,2001,1,4.160262258
306020403,10,2001,1,4.288203108
306020405,10,2001,1,0.426482676
304020406,10,2006,1,1.072828809
304020408,10,2006,1,0.640232016
304020508,10,2006,1,0.323401384
304020509,10,2006,1,0.443644604
304020604,10,2006,1,0.155200425
304020605,10,2006,1,0.864403038
304020606,10,2006,1,0.349641847
304020607,10,2006,1,1.724886498
304020608,10,2006,1,2.044862991
304020609,10,2006,1,4.874845263
304020610,10,2006,1,4.325235215
304020701,10,2006,1,1.339634319
304020702,10,2006,1,0.437838967
304020801,10,2006,1,1.577244885
304020802,10,2006,1,4.341507462
304020803,10,2006,1,14.50570194
304020804,10,2006,1,3.035909934
305011202,10,2006,1,0.155420793
305011203,10,2006,1,0.09779152
305011204,10,2006,1,0.173240417
305020101,10,2006,1,1.979203724
305020102,10,2006,1,0.45588498
305020103,10,2006,1,0.133655687
305020104,10,2006,1,4.634969898
305020105,10,2006,1,1.368008784
305020106,10,2006,1,13.9452906
305020107,10,2006,1,9.148912111
305020201,10,2006,1,0.222957379
305020202,10,2006,1,3.249699538
305020503,10,2006,1,0.775009746
305020603,10,2006,1,0.298700327
305020604,10,2006,1,0.421414128
305020702,10,2006,1,0.851607335
305020705,10,2006,1,0.357869211
305020706,10,2006,1,0.487060978
305020707,10,2006,1,0.356595603
305020708,10,2006,1,1.60238197
305020709,10,2006,1,0.549800072
305020710,10,2006,1,0.2282075
305020711,10,2006,1,0.598323171
305020801,10,2006,1,1.639025637
305020803,10,2006,1,0.362556167
305020804,10,2006,1,1.177298915
305020805,10,2006,1,4.403510111
305020806,10,2006,1,1.765542734
305020901,10,2006,1,0.008120189
305020902,10,2006,1,1.63378501
305021001,10,2006,1,0.568693964
306010901,10,2006,1,0.503466109
306010902,10,2006,1,0.807830716
306010903,10,2006,1,4.350684452
306011001,10,2006,1,0.480876639
306011002,10,2006,1,1.621964975
306011003,10,2006,1,3.526652217
306020206,10,2006,1,0.787692044
306020306,10,2006,1,0.378596864
306020401,10,2006,1,3.385351489
306020402,10,2006,1,5.480804749
306020403,10,2006,1,4.725549323
306020405,10,2006,1,0.63384733
304020406,10,2011,1,1.082797593
304020408,10,2011,1,0.642744931
304020508,10,2011,1,0.325414711
304020509,10,2011,1,0.448265102
304020604,10,2011,1,0.155200425
304020605,10,2011,1,0.871191282
304020606,10,2011,1,0.349958906
304020607,10,2011,1,1.794260624
304020608,10,2011,1,2.231016157
304020609,10,2011,1,5.779926998
304020610,10,2011,1,4.984278538
304020701,10,2011,1,1.378309257
304020702,10,2011,1,0.454628776
304020801,10,2011,1,1.621098513
304020802,10,2011,1,4.51269674
304020803,10,2011,1,15.4724244
304020804,10,2011,1,3.405868524
305011202,10,2011,1,0.156398695
305011203,10,2011,1,0.09779152
305011204,10,2011,1,0.173240417
305020101,10,2011,1,2.005799871
305020102,10,2011,1,0.45746564
305020103,10,2011,1,0.13384297
305020104,10,2011,1,4.875794225
305020105,10,2011,1,1.654512815
305020106,10,2011,1,14.68473076
305020107,10,2011,1,9.703585083
305020201,10,2011,1,0.233127833
305020202,10,2011,1,3.528304901
305020503,10,2011,1,0.777449484
305020603,10,2011,1,0.300491117
305020604,10,2011,1,0.429425397
305020702,10,2011,1,0.856513854
305020705,10,2011,1,0.360883447
305020706,10,2011,1,0.487519871
305020707,10,2011,1,0.357068296
305020708,10,2011,1,1.689628046
305020709,10,2011,1,0.560788636
305020710,10,2011,1,0.228391926
305020711,10,2011,1,0.605692946
305020801,10,2011,1,1.650232811
305020803,10,2011,1,0.362556167
305020804,10,2011,1,1.192185084
305020805,10,2011,1,4.598651914
305020806,10,2011,1,1.991940594
305020901,10,2011,1,0.008120189
305020902,10,2011,1,1.686704326
305021001,10,2011,1,0.573278272
306010901,10,2011,1,0.505076145
306010902,10,2011,1,0.833892451
306010903,10,2011,1,4.915295296
306011001,10,2011,1,0.512723478
306011002,10,2011,1,2.141131466
306011003,10,2011,1,3.759564011
306020206,10,2011,1,0.820162097
306020306,10,2011,1,0.379650703
306020401,10,2011,1,3.50028483
306020402,10,2011,1,6.066586827
306020403,10,2011,1,4.973237177
306020405,10,2011,1,0.708272763
304020406,10,2001,2,1.027949194
304020408,10,2001,2,0.636235961
304020508,10,2001,2,0.327948366
304020509,10,2001,2,0.441742146
304020604,10,2001,2,0.163851745
304020605,10,2001,2,0.857385409
304020606,10,2001,2,0.3661024
304020607,10,2001,2,1.425615749
304020608,10,2001,2,1.869148573
304020609,10,2001,2,3.721201217
304020610,10,2001,2,3.227513393
304020701,10,2001,2,1.292119222
304020702,10,2001,2,0.478404083
304020801,10,2001,2,1.517728338
304020802,10,2001,2,3.95787554
304020803,10,2001,2,13.97827845
304020804,10,2001,2,3.995385441
305011202,10,2001,2,0.156858504
305011203,10,2001,2,0.117264718
305011204,10,2001,2,0.21626749
305020101,10,2001,2,1.713916061
305020102,10,2001,2,0.45446897
305020103,10,2001,2,0.137358581
305020104,10,2001,2,4.108649609
305020105,10,2001,2,1.032703075
305020106,10,2001,2,13.41883227
305020107,10,2001,2,9.24062859
305020201,10,2001,2,0.216165351
305020202,10,2001,2,3.901956106
305020503,10,2001,2,0.762491108
305020603,10,2001,2,0.347687551
305020604,10,2001,2,0.531418981
305020702,10,2001,2,0.762147737
305020705,10,2001,2,0.363814114
305020706,10,2001,2,0.491910092
305020707,10,2001,2,0.406049841
305020708,10,2001,2,1.565647708
305020709,10,2001,2,0.548470764
305020710,10,2001,2,0.28830691
305020711,10,2001,2,1.013573329
305020801,10,2001,2,1.649349761
305020803,10,2001,2,0.365716869
305020804,10,2001,2,1.170848993
305020805,10,2001,2,6.146513255
305020806,10,2001,2,1.670438512
305020901,10,2001,2,0.040195425
305020902,10,2001,2,2.354702844
305021001,10,2001,2,1.378689902
306010901,10,2001,2,0.511110581
306010902,10,2001,2,0.700692164
306010903,10,2001,2,4.083514004
306011001,10,2001,2,0.434599807
306011002,10,2001,2,1.307616066
306011003,10,2001,2,3.997939731
306020206,10,2001,2,0.712312645
306020306,10,2001,2,0.378155028
306020401,10,2001,2,8.52799755
306020402,10,2001,2,5.30282815
306020403,10,2001,2,6.775171318
306020405,10,2001,2,0.632351604
304020406,10,2006,2,1.087817909
304020408,10,2006,2,0.655409184
304020508,10,2006,2,0.32983056
304020509,10,2006,2,0.460822556
304020604,10,2006,2,0.163876871
304020605,10,2006,2,0.880727633
304020606,10,2006,2,0.368369809
304020607,10,2006,2,1.790546181
304020608,10,2006,2,2.075802776
304020609,10,2006,2,5.164467707
304020610,10,2006,2,5.009719009
304020701,10,2006,2,1.413358283
304020702,10,2006,2,0.498752417
304020801,10,2006,2,1.648131847
304020802,10,2006,2,4.581268012
304020803,10,2006,2,16.37595213
304020804,10,2006,2,4.649259993
305011202,10,2006,2,0.157192967
305011203,10,2006,2,0.117264718
305011204,10,2006,2,0.216433583
305020101,10,2006,2,2.157882453
305020102,10,2006,2,0.458956974
305020103,10,2006,2,0.13811649
305020104,10,2006,2,5.571991821
305020105,10,2006,2,1.385442455
305020106,10,2006,2,15.45672347
305020107,10,2006,2,10.39826728
305020201,10,2006,2,0.225002397
305020202,10,2006,2,4.316112252
305020503,10,2006,2,0.787218907
305020603,10,2006,2,0.352101511
305020604,10,2006,2,0.561857891
305020702,10,2006,2,0.8627652
305020705,10,2006,2,0.364102309
305020706,10,2006,2,0.497705477
305020707,10,2006,2,0.408455741
305020708,10,2006,2,1.628798051
305020709,10,2006,2,0.56318425
305020710,10,2006,2,0.28830691
305020711,10,2006,2,1.079250898
305020801,10,2006,2,1.673557701
305020803,10,2006,2,0.365716869
305020804,10,2006,2,1.232247665
305020805,10,2006,2,6.74790747
305020806,10,2006,2,2.243613933
305020901,10,2006,2,0.040195425
305020902,10,2006,2,2.605259765
305021001,10,2006,2,1.454972234
306010901,10,2006,2,0.515019207
306010902,10,2006,2,0.82661109
306010903,10,2006,2,5.020489541
306011001,10,2006,2,0.4896025
306011002,10,2006,2,1.929724216
306011003,10,2006,2,4.962049538
306020206,10,2006,2,0.804754352
306020306,10,2006,2,0.385749075
306020401,10,2006,2,9.038372212
306020402,10,2006,2,6.99881507
306020403,10,2006,2,7.468268384
306020405,10,2006,2,0.949308692
304020406,10,2011,2,1.097947307
304020408,10,2011,2,0.657988594
304020508,10,2011,2,0.331899689
304020509,10,2011,2,0.465630547
304020604,10,2011,2,0.163876871
304020605,10,2011,2,0.887661692
304020606,10,2011,2,0.368709755
304020607,10,2011,2,1.862547365
304020608,10,2011,2,2.26427392
304020609,10,2011,2,6.126406537
304020610,10,2011,2,5.774873366
304020701,10,2011,2,1.454773235
304020702,10,2011,2,0.517913755
304020801,10,2011,2,1.694081165
304020802,10,2011,2,4.762770173
304020803,10,2011,2,17.46874381
304020804,10,2011,2,5.222606303
305011202,10,2011,2,0.158184711
305011203,10,2011,2,0.117264718
305011204,10,2011,2,0.216433583
305020101,10,2011,2,2.186406624
305020102,10,2011,2,0.46056791
305020103,10,2011,2,0.13831138
305020104,10,2011,2,5.860252369
305020105,10,2011,2,1.678719334
305020106,10,2011,2,16.2768748
305020107,10,2011,2,11.02116844
305020201,10,2011,2,0.235594366
305020202,10,2011,2,4.694688169
305020503,10,2011,2,0.789770482
305020603,10,2011,2,0.353811963
305020604,10,2011,2,0.573025845
305020702,10,2011,2,0.867747683
305020705,10,2011,2,0.367184259
305020706,10,2011,2,0.49817586
305020707,10,2011,2,0.40901986
305020708,10,2011,2,1.717741634
305020709,10,2011,2,0.574489131
305020710,10,2011,2,0.288563707
305020711,10,2011,2,1.093166771
305020801,10,2011,2,1.685057327
305020803,10,2011,2,0.365716869
305020804,10,2011,2,1.247893848
305020805,10,2011,2,7.047149255
305020806,10,2011,2,2.534883456
305020901,10,2011,2,0.040195425
305020902,10,2011,2,2.689843632
305021001,10,2011,2,1.468599299
306010901,10,2011,2,0.516604342
306010902,10,2011,2,0.853481855
306010903,10,2011,2,5.674653446
306011001,10,2011,2,0.521992663
306011002,10,2011,2,2.548326216
306011003,10,2011,2,5.298809903
306020206,10,2011,2,0.836807932
306020306,10,2011,2,0.386839213
306020401,10,2011,2,9.333316319
306020402,10,2011,2,7.751324334
306020403,10,2011,2,7.860757926
306020405,10,2011,2,1.062453323
30602020605,12,2001,0,0.684134979
30601090202,12,2001,0,0.436207768
30601090203,12,2001,0,1.223482059
30602040502,12,2001,0,0.07129616
30602040103,12,2001,0,0
30602040101,12,2001,0,4.749131917
30602040201,12,2001,0,2.10604108
30602040202,12,2001,0,16.49262985
30602040203,12,2001,0,3.417492462
30602040305,12,2001,0,0
30602040301,12,2001,0,1.845427397
30602040302,12,2001,0,24.86463091
30602030606,12,2001,0,0.236798583
30602040102,12,2001,0,1.244905373
30602040303,12,2001,0,7.696080137
30602040304,12,2001,0,0.134145901
30601090107,12,2001,0,0.358704385
30601090305,12,2001,0,1.91368971
30601090307,12,2001,0,6.506050166
30601090309,12,2001,0,0.953444852
30402060403,12,2001,0,0.069516065
30402060404,12,2001,0,0.130049449
30402060405,12,2001,0,0.253002353
30402060506,12,2001,0,0.576293518
30402060601,12,2001,0,0.316565282
30402080103,12,2001,0,0.384606912
30402060604,12,2001,0,0.641217415
30402060602,12,2001,0,0.308366777
30402060603,12,2001,0,0.341789517
30402060605,12,2001,0,0.213740458
30402080107,12,2001,0,6.629343066
30402080108,12,2001,0,0.344638725
30402080201,12,2001,0,2.723694134
30402080106,12,2001,0,2.928255528
30402080205,12,2001,0,0.315640932
30402080206,12,2001,0,0
30402080302,12,2001,0,6.45328888
30402080204,12,2001,0,4.176082444
30402080202,12,2001,0,3.510004157
30402080203,12,2001,0,3.021019665
30402060503,12,2001,0,0.606594434
30402060701,12,2001,0,2.85542913
30402060702,12,2001,0,0.397536838
30402060703,12,2001,0,1.116003445
30402060704,12,2001,0,0.998567045
30402080303,12,2001,0,4.845914287
30402080315,12,2001,0,0
30402060504,12,2001,0,1.08206598
30402060505,12,2001,0,1.172164008
30502010604,12,2001,0,8.332981136
30502010605,12,2001,0,17.01457914
30502010702,12,2001,0,2.862664821
30502010501,12,2001,0,0.085703072
30502010305,12,2001,0,0.350132199
30502010306,12,2001,0,0.045679188
30502010401,12,2001,0,1.216815832
30502010402,12,2001,0,5.487143329
30502010502,12,2001,0,0.241526275
30502010503,12,2001,0,0.217083169
30502010504,12,2001,0,0.343851385
30502010505,12,2001,0,2.065843511
30502010506,12,2001,0,2.226320808
30502010601,12,2001,0,13.13513738
30502020104,12,2001,0,0.457939589
30502020105,12,2001,0,0.143013046
30502020201,12,2001,0,0.690750646
30501120301,12,2001,0,0.104929723
30501120302,12,2001,0,0.053715382
30502020202,12,2001,0,4.823745487
30502020203,12,2001,0,2.022700773
30501120204,12,2001,0,0.08301128
30502010704,12,2001,0,3.727762788
30502010705,12,2001,0,3.239463198
30502010706,12,2001,0,13.00564812
30502010707,12,2001,0,12.97894007
30501120206,12,2001,0,0.24962099
30501120401,12,2001,0,0.323090443
30501120402,12,2001,0,0.108212341
30501120403,12,2001,0,0.13258805
30502020101,12,2001,0,0.088425489
30601100306,12,2001,0,0
30501120205,12,2001,0,0.087834557
30502020102,12,2001,0,0.110221097
30502010701,12,2001,0,1.010647063
30502010703,12,2001,0,7.696000949
30502020103,12,2001,0,0.084607172
30501120203,12,2001,0,0.161477707
30501120201,12,2001,0,0.20120008
30501120202,12,2001,0,0.166625821
30502010602,12,2001,0,2.361432196
30502010603,12,2001,0,8.559830291
30501120303,12,2001,0,0.111968735
30502010303,12,2001,0,0.146100127
30502010304,12,2001,0,0.149495504
30402040602,12,2001,0,2.011886614
30502010301,12,2001,0,0.063988576
30502010101,12,2001,0,0.492861368
30502010201,12,2001,0,0.65609317
30502010202,12,2001,0,0.122109139
30502010203,12,2001,0,0.332150704
