HUC_ID,HUC_DIGITS,UPLAND,GROUP_A,GROUP_B,GROUP_C,GROUP_D,GROUP_A_D,GROUP_B_D,GROUP_C_D,A_prct,B_prct,C_prct,D_prct,AD_prct,BD_prct,CD_prct
30502020101,12,0,1948500,1255500,6633000,0,1376100,13734900,36805500,3.155286745,2.033083145,10.7410916,0,2.22837572,22.24149239,59.60067041
30601100306,12,0,0,0,0,2700,8100,0,0,0,0,0,25,75,0,0
30501120205,12,0,8337600,5920200,9067500,0,4643100,23935500,63031500,7.254161903,5.150893458,7.889214289,0,4.039747545,20.82517658,54.84080623
30502020102,12,0,6068700,2433600,3362400,0,2749500,12128400,14014800,14.88981142,5.970940246,8.249790222,0,6.746014221,29.75754096,34.38590293
30502010701,12,0,0,882900,5292900,459900,1267200,4213800,27360900,0,2.236458143,13.40734999,1.164964436,3.209921576,10.67390115,69.30740471
30502010703,12,0,44100,342000,2064600,2668500,37800,696600,31365000,0.118489143,0.918895391,5.547226387,7.169802196,0.101562122,1.871644823,84.27237994
30502020103,12,0,5014800,2047500,9749700,0,12880800,17532900,24250500,7.016041703,2.864589891,13.64048452,0,18.02110353,24.52970359,33.92807676
30501120203,12,0,1517400,0,2583900,0,1036800,18990900,46397700,2.151525592,0,3.663718847,0,1.470081544,26.92724883,65.78742519
30501120201,12,0,793800,2565000,9333900,0,72000,3231000,46699200,1.266131695,4.091241871,14.88781384,0,0.114841877,5.153529234,74.48644148
30501120202,12,0,4761000,1862100,5262300,0,5440500,10234800,42198300,6.824925816,2.669332989,7.543542769,0,7.798993678,14.67165527,60.49154948
30502010602,12,0,3595500,1648800,2474100,27000,3524400,6034500,19140300,9.86565911,4.524127031,6.788660048,0.07408505,9.670568479,16.55800859,52.51889169
30502010603,12,0,5363100,2825100,5760900,13500,8826300,4835700,6651000,15.64699086,8.24230648,16.80758324,0.039386619,25.75097154,14.10828694,19.40447432
30501120303,12,0,35850600,1580400,2363400,22100400,27034200,3863700,49562100,25.18397694,1.11018385,1.660217991,15.52487166,18.99071896,2.714133981,34.81589662
30502010303,12,0,7956000,1975500,2823300,65700,14934600,5886000,16491600,15.86988133,3.940541802,5.631653591,0.131052187,29.79013698,11.74083981,32.8958943
30502010304,12,0,10201500,1614600,22114800,616500,12645900,28996200,15018300,11.18489866,1.770243334,24.24661049,0.675929032,13.8649326,31.79135995,16.46602593
30402040602,12,0,6844500,19737000,6557400,0,33549300,12096000,8156700,7.872589311,22.70162835,7.542364986,0,38.58862745,13.91289945,9.381890457
30502010301,12,0,442800,378900,5508000,0,2351700,23320800,34806600,0.662786938,0.567140856,8.24442289,0,3.520045263,34.90677875,52.0988253
30502010101,12,0,128700,13839300,20748600,0,2115900,25564500,23076000,0.150573865,16.19142887,24.27503422,0,2.475518585,29.90944509,26.99799937
30502010201,12,0,168300,10152000,22718700,0,144000,32392800,84833100,0.111894974,6.749600589,15.10462479,0,0.095739015,21.53649152,56.4016491
30502010202,12,0,178200,77400,1036800,0,0,1690200,40525200,0.40958173,0.177899135,2.383020976,0,0,3.884820653,93.14467751
30502010203,12,0,7555500,3614400,14599800,0,7370100,24850800,80969400,5.437176166,2.601036269,10.50647668,0,5.303756477,17.88341969,58.26813472
30502010302,12,0,3494700,1337400,3236400,0,13479300,21641400,75150900,2.953098738,1.130132559,2.734829529,0,11.39030641,18.28746131,63.50417145
30601090105,12,0,9614700,22338900,29735100,0,8433000,44069400,38841300,6.282787174,14.597497,19.43059117,0,5.510597756,28.79743113,25.38109577
30601090301,12,0,0,213300,5660100,0,1836000,30741300,1681200,0,0.531497387,14.10374291,0,4.57491422,76.60065933,4.189186159
30601090302,12,0,1637100,8533800,33881400,0,3108600,40954500,31852800,1.364611622,7.113385047,28.24198413,0,2.591186664,34.13779652,26.55103602
30601090303,12,0,16313400,0,9153900,23892300,0,4617900,13990500,24.00158898,0,13.46795551,35.15227754,0,6.794226695,20.58395127
30601090304,12,0,18569700,273600,20559600,1763100,0,14318100,30880800,21.50144329,0.316795365,23.80550432,2.041454341,0,16.57861006,35.75619262
30601090306,12,0,11550600,680400,789300,13690800,873900,36698400,38276100,11.2623404,0.663419771,0.769602036,13.34912904,0.852090738,35.78254574,37.32087227
30601100101,12,0,21724200,0,771300,0,26731800,47079900,600300,22.41745995,0,0.795913629,0,27.58486185,48.58230787,0.619456698
30601100102,12,0,3936600,2281500,14597100,0,1889100,69855300,2574900,4.137931034,2.398183624,15.34364505,0,1.985714961,73.42793624,2.706589092
30601100103,12,0,1670400,567900,9757800,22500,4340700,11993400,110214900,1.205476605,0.409836066,7.0419059,0.016237562,3.132550466,8.655270063,79.53872334
30601100201,12,0,6530400,431100,19422000,3195900,598500,7185600,103690800,4.629706432,0.305626982,13.76916549,2.2657232,0.424304683,5.094208401,73.51126481
30601100202,12,0,19610100,2048400,2648700,33346800,16252200,14950800,32066100,16.21700072,1.693969142,2.190400345,27.57686497,13.44011194,12.36389077,26.51776211
30601100301,12,0,28866600,3428100,218700,24081300,18048600,10440900,4839300,32.10128609,3.812240404,0.243206726,26.7797628,20.0710604,11.61086924,5.381574338
30601100302,12,0,21707100,4065300,0,9692100,18972900,0,0,39.87534305,7.467843799,0,17.80411996,34.85269319,0,0
30601100304,12,0,18937800,5909400,984600,22792500,18441900,2225700,59400,27.30705841,8.520965,1.419728253,32.86528154,26.59200332,3.209312587,0.085650882
30601100303,12,0,7926300,1305000,0,27081000,9027000,260100,114300,17.33900341,2.854724076,0,59.24044652,19.74681551,0.56897604,0.250034454
30402040809,12,0,12897000,1890000,0,0,8200800,26188200,41639400,14.2013359,2.081144828,0,0,9.03018651,28.83673914,45.85059362
30402040810,12,0,14207400,411300,4500,2195100,34812000,2854800,31733100,16.47842335,0.47704545,0.005219316,2.545982171,40.37662582,3.311133844,36.80557005
30402040807,12,0,23283000,9618300,1453500,0,23596200,14773500,16119900,26.20649135,10.82600592,1.636006321,0,26.55901779,16.62851007,18.14396856
30402060906,12,0,4130100,2836800,0,0,37578600,42764400,44813700,3.125936623,2.147080461,0,0,28.44200431,32.36696548,33.91801313
30402050805,12,0,9333900,24300,6902100,0,5924700,42364800,38676600,9.042163633,0.02354049,6.686370928,0,5.739520123,41.04066402,37.46774081
30402050806,12,0,21123900,701100,552600,0,12684600,49158900,73677600,13.37813421,0.444018855,0.349971216,0,8.033378362,31.13318856,46.6613088
30402050902,12,0,1572300,900,1530900,0,1149300,70569900,26980200,1.544445918,0.000884056,1.50377934,0,1.128939575,69.31971887,26.50223224
30402050903,12,0,12874500,27900,4956300,0,2335500,39595500,49013100,11.83287562,0.025642722,4.555305562,0,2.146544023,36.39198624,45.04764583
30402050904,12,0,3846600,81000,558000,0,2802600,63943200,79855200,2.545957087,0.053611637,0.369324613,0,1.854962651,42.32221785,52.85392616
30402050905,12,0,4320900,0,102600,0,1913400,15298200,47664000,6.235145911,0,0.148053871,0,2.761074819,22.07561137,68.78011403
30402050906,12,0,27130500,0,0,0,34115400,14532300,24885900,26.95151499,0,0,0,33.89033429,14.43642768,24.72172304
30402050907,12,0,5523300,0,0,0,18914400,65583000,28693800,4.65259088,0,0,0,15.93267882,55.24430461,24.17042569
30402050908,12,0,4132800,0,0,0,5537700,19003500,49656600,5.276098996,0,0,0,7.069650941,24.26063378,63.39361629
30402050910,12,0,7109100,0,0,0,4095000,20375100,11760300,16.40328107,0,0,0,9.448655384,47.01277126,27.13529229
30402060705,12,0,16526700,2700900,2317500,0,19585800,56994300,38806200,12.06932815,1.972447518,1.692453301,0,14.3033665,41.62252047,28.33988406
30402060706,12,0,8594100,915300,912600,0,26175600,58604400,12105900,8.008823209,0.852966091,0.850449967,0,24.39298505,54.61331365,11.28146204
30402060802,12,0,31888800,3688200,2198700,0,42105600,27754200,47977200,20.49241482,2.370115036,1.41293095,0,27.05794578,17.83543374,30.83115967
30402060803,12,0,12026700,943200,0,117000,8110800,15632100,75702600,10.68732205,0.83815861,0,0.103970057,7.207524233,13.89119933,67.27182571
30402060901,12,0,7470000,36900,0,0,21539700,2309400,2196000,22.2639485,0.109978541,0,0,64.19796137,6.88304721,6.545064378
30402060902,12,0,11258100,587700,0,0,17923500,25389900,42467400,11.53179564,0.601987573,0,0,18.35923816,26.00715379,43.49982484
30402060903,12,0,11830500,152100,0,0,28863000,1331100,2650500,26.39134276,0.339302923,0,0,64.38724703,2.969402506,5.912704786
30402060904,12,0,8346600,130500,0,0,6471000,14458500,20649600,16.67445791,0.260706965,0,0,12.92746952,28.88453378,41.25283182
30402050909,12,0,9260100,0,0,0,15383700,26729100,50359500,9.102409852,0,0,0,15.12173113,26.27393043,49.50192859
30502020204,12,0,4777200,455400,0,0,415800,0,19324800,19.12930662,1.823554851,0,0,1.664984864,0,77.38215367
30502020205,12,0,8679600,11947500,130500,0,29595600,0,22073400,11.98399483,16.49601113,0.180182419,0,40.86288739,0,30.47692422
30402060905,12,0,15167700,865800,0,0,23918400,35406000,21043800,15.73385117,0.898116942,0,0,24.81118072,36.72756808,21.82928309
30502080503,12,0,26220600,3907800,146700,35883900,11392200,5985000,783000,31.09683204,4.634531637,0.173981727,42.55721117,13.51080181,7.098027496,0.928614123
30502080601,12,0,21323700,3091500,6178500,15466500,6021900,27319500,44074800,17.26945392,2.50371731,5.003790198,12.52587539,4.876964343,22.12528062,35.69491822
30502080602,12,0,13018500,1140300,873900,10033200,618300,10859400,22554900,22.02847788,1.929490596,1.478717734,16.97708064,1.046219447,18.37508566,38.16492804
30502080603,12,0,14572800,1445400,709200,13547700,2188800,5797800,2109600,36.09693025,3.580266179,1.756693493,33.55775018,5.421673317,14.36119223,5.225494349
30502080604,12,0,21849300,655200,3135600,21663900,2876400,16036200,32283000,22.18212054,0.665180366,3.183363181,21.99389642,2.920214904,16.2804722,32.77475238
30502080605,12,0,18036000,4334400,1601100,32483700,8910000,6741000,10962000,21.71227979,5.217881211,1.927452383,39.10485601,10.72612624,8.115018744,13.19638562
30502090101,12,0,1896300,1914300,0,0,10402200,0,78607800,2.042973219,2.062365466,0,0,11.20677953,0,84.68788178
30502080606,12,0,29643300,5226300,3928500,30233700,24417000,10859400,32835600,21.61475765,3.810817551,2.864511556,22.04525469,17.8039401,7.918258062,23.9424604
30502080607,12,0,22325400,1728000,8496000,40846500,13322700,10618200,38230200,16.46816703,1.274646485,6.267011883,30.13012016,9.827391622,7.832437098,28.20022572
30502080608,12,0,16107300,2805300,306000,27897300,6708600,2745900,1476900,27.74857745,4.83278292,0.527156302,48.05959967,11.55712669,4.730452579,2.544304386
30502090201,12,0,18421200,6740100,2160000,0,65421900,0,10701900,17.8077067,6.51563003,2.088064104,0,63.24311156,0,10.34548761
30502100104,12,0,60300,0,0,0,0,0,0,100,0,0,0,0,0,0
30502090202,12,0,34665300,4131900,0,0,51188400,0,64557900,22.43077192,2.673616166,0,0,33.12232478,0,41.77328713
30502090203,12,0,17770500,1404900,134100,0,24315300,0,52259400,18.53329329,1.465204903,0.139856202,0,25.35902683,0,54.50261878
30502090204,12,0,2372400,4430700,0,0,7239600,0,13886100,8.494457334,15.86426914,0,0,25.92162929,0,49.71964424
30502100102,12,0,22032900,4264200,0,81382500,6117300,1284300,0,19.14552507,3.705383677,0,70.71745863,5.315638002,1.115994619,0
30502100101,12,0,5898600,2178900,0,20768400,4498200,76500,0,17.64959336,6.519631604,0,62.14251091,13.45936339,0.228900738,0
30502071002,12,0,5560200,1816200,444600,11542500,19509300,10214100,61212600,5.041001999,1.646607646,0.403084329,10.46468932,17.68756885,9.260332096,55.49671576
30502071003,12,0,14530500,480600,630900,50328900,25609500,4739400,12193200,13.3905615,0.442896243,0.581404993,46.38052584,23.60039811,4.367587294,11.23662603
30502071101,12,0,5935500,772200,3935700,51517800,1467900,16215300,26559000,5.57829919,0.725728689,3.698847969,48.41743779,1.379561179,15.23945663,24.96066855
30502071102,12,0,25942500,2961000,2463300,33770700,5430600,12176100,3821400,29.96860185,3.420527323,2.845587624,39.01168594,6.273392664,14.06574898,4.414455627
30502071103,12,0,22952700,3077100,1418400,50800500,14904000,8965800,1121400,22.23239271,2.980533689,1.373887421,49.20626618,14.436279,8.684433053,1.086207949
30502071104,12,0,365400,0,0,20040300,0,560700,1358100,1.636766781,0,0,89.7681919,0,2.511590405,6.083450917
30502080101,12,0,11265300,5085000,3426300,0,6318900,10601100,321300,30.43203423,13.7365977,9.255792468,0,17.06984999,28.63776713,0.867958474
30502080102,12,0,21020400,24811200,21384900,0,14246100,39276900,3526200,16.91568953,19.96624974,17.20901262,0,11.46422545,31.6071933,2.83762937
30502080403,12,0,5172300,2124000,11305800,0,7059600,26794800,381600,9.788959103,4.019826602,21.39706008,0,13.3608135,50.71113458,0.722206135
30502080404,12,0,18319500,9681300,6668100,0,22176000,44267400,1299600,17.88805793,9.453295955,6.51105975,0,21.6537336,43.22485961,1.268993154
30502080405,12,0,13965300,1172700,1386000,586800,6908400,13375800,5121900,32.84646811,2.758197329,3.259880189,1.380157067,16.24859762,31.45996063,12.04673906
30502080406,12,0,35364600,1251000,1308600,1868400,9085500,29001600,15053400,38.05382582,1.346129635,1.408109705,2.010478506,9.77638753,31.20696501,16.1981038
30502080407,12,0,34851600,3855600,3459600,20746800,14778000,23667300,40375800,24.58932075,2.720293619,2.440898383,14.63777043,10.42652223,16.69831029,28.4868843
30502080501,12,0,14208300,360900,0,12736800,6016500,1444500,86400,40.76589371,1.035480039,0,36.54392398,17.26230439,4.144502401,0.247895471
30502080502,12,0,27464400,1454400,78300,19629000,6189300,3519900,1356300,46.01049394,2.436523732,0.131174236,32.88402388,10.36879561,5.896809601,2.272179
30502080401,12,0,10030500,5887800,6094800,0,15848100,15768900,305100,18.59731678,10.91643305,11.30022694,0,29.38359365,29.23675077,0.565678815
30502080402,12,0,18007200,4029300,7115400,0,13797000,29741400,717300,24.53043009,5.4889412,9.693001815,0,18.79505664,40.51542347,0.97714678
30502080301,12,0,11749500,18054000,14137200,0,18531000,35750700,3550500,11.54482185,17.73949647,13.89092774,0,18.20818705,35.12791716,3.488649729
30502080302,12,0,31351500,4014000,71100,0,52588800,28497600,297000,26.83744222,3.43605547,0.060862866,0,45.01694915,24.394453,0.254237288
30502060403,12,0,7179300,6819300,1179000,0,9121500,0,8754300,21.72030714,20.63116049,3.566955291,0,27.59625334,0,26.48532375
30402080402,12,0,7218000,0,0,17610300,31683600,1544400,0,12.43275924,0,0,30.33314214,54.57392221,2.660176415,0
30402080403,12,0,14400,0,0,0,0,0,0,100,0,0,0,0,0,0
30402080404,12,0,29700,0,0,0,0,0,0,100,0,0,0,0,0,0
30502060301,12,0,11187000,234900,2926800,60300,14899500,9814500,748800,28.05742404,0.589138188,7.340526387,0.151234707,37.36851609,24.61514153,1.878019051
30502060302,12,0,9630000,1519200,14980500,827100,13528800,72042300,19398600,7.29951905,1.151550295,11.35518641,0.626940001,10.25480097,54.60790668,14.7040966
30502060303,12,0,7378200,152100,914400,837000,11628000,7300800,10230300,19.19366923,0.395673347,2.378722607,2.17737404,30.24911032,18.99232066,26.6131298
30502060304,12,0,7297200,2901600,9922500,10039500,17847900,17093700,69782400,5.409949824,2.151168998,7.356277357,7.443018042,13.23195794,12.67281413,51.73481371
30502060305,12,0,8148600,2426400,11525400,0,44703900,0,12075300,10.33042764,3.076080508,14.61138241,0,56.67358861,0,15.30852083
30502060306,12,0,4328100,27900,2116800,1324800,31515300,0,28147500,6.415763915,0.041357596,3.137840867,1.963818774,46.71674049,0,41.72447836
30502060307,12,0,12137400,9775800,43200,0,17787600,0,20776500,20.05502268,16.15287382,0.071380772,0,29.39103279,0,34.32968994
30402080314,12,0,44100,0,0,0,0,0,0,100,0,0,0,0,0,0
30402080401,12,0,9466200,0,0,3744000,6671700,230400,0,47.06672037,0,0,18.61547411,33.17223788,1.145567638,0
30502050309,12,0,5859900,11527200,19412100,0,10044900,31360500,24974100,5.67936987,11.17207331,18.81405755,0,9.735439582,30.39435465,24.20470504
30502050310,12,0,46800,863100,7674300,0,765000,10978200,32103000,0.089261192,1.646182367,14.63711892,0,1.459077177,20.93861576,61.22974458
30502050311,12,0,15807600,3205800,5048100,0,17950500,15787800,15857100,21.46112584,4.352341736,6.85353307,0,24.37042558,21.43424445,21.52832932
30402080312,12,0,19800,0,0,0,0,0,0,100,0,0,0,0,0,0
30402080313,12,0,900,0,0,0,0,0,0,100,0,0,0,0,0,0
30402080305,12,0,12503700,701100,0,180900,3380400,620100,362700,70.44774606,3.95010395,0,1.019218092,19.04568734,3.49373764,2.043506922
30402080306,12,0,7545600,125100,0,122400,837900,1980000,5223600,47.65260884,0.79004206,0,0.772990792,5.291576674,12.50426282,32.98851881
30402080308,12,0,20265300,21600,0,8091000,5857200,1317600,1800,56.99784837,0.060751804,0,22.75661309,16.47386407,3.705860018,0.00506265
30402080311,12,0,19800,0,0,0,0,0,0,100,0,0,0,0,0,0
30402080307,12,0,8675100,300600,0,0,5081400,5477400,5850900,34.17358009,1.184145217,0,0,20.01701766,21.57696944,23.0482876
30502070604,12,0,4210200,1792800,4448700,0,3417300,30221100,1759500,9.18263191,3.910175879,9.70281093,0,7.453282035,65.91355214,3.837547111
30502070605,12,0,1199700,3942900,9507600,0,11535300,23778000,770400,2.364691065,7.771726597,18.74013234,0,22.73686825,46.86807046,1.518511291
30502070902,12,0,10278900,888300,12555000,2835000,2938500,51926400,24188400,9.732839064,0.841109549,11.8880225,2.684392177,2.782393796,49.16783843,22.90340449
30502070903,12,0,11060100,8028000,21203100,2754900,2878200,51821100,67324500,6.700252439,4.863394235,12.84492206,1.668929344,1.743624973,31.39342788,40.78544907
30502071001,12,0,10506600,325800,4492800,4082400,2493900,19471500,36359100,13.51642372,0.419131864,5.779851567,5.251884357,3.208327062,25.04949693,46.77488451
30502070705,12,0,37190700,3960000,862200,16861500,8262000,18125100,24606000,33.85050174,3.604341593,0.784763465,15.34712267,7.519967233,16.49723531,22.39606799
30502070901,12,0,2494800,1328400,7084800,3411000,223200,19315800,27469800,4.067975698,2.166064982,11.55234657,5.561914825,0.363945878,31.49599366,44.79175839
30502070706,12,0,13132800,1064700,104400,37118700,7626600,7616700,25142400,14.30490064,1.159724333,0.113717686,40.43153901,8.30727303,8.296489457,27.38635584
30502070803,12,0,14378400,4703400,4563900,0,10539000,27837000,196200,23.10974816,7.559560834,7.33534883,0,16.93885522,44.74114363,0.315343334
30502070801,12,0,13875300,1929600,7542900,0,15836400,80947800,796500,11.47397016,1.59565363,6.237487441,0,13.09567224,66.93856287,0.658653667
30502070802,12,0,24710400,6035400,9958500,0,17417700,32613300,758700,27.00767263,6.596498131,10.88432028,0,19.03698603,35.64528822,0.829234704
30502070804,12,0,15111900,5340600,6774300,406800,9649800,39100500,17488800,16.09829056,5.689193983,7.216475077,0.433352828,10.27966597,41.65268497,18.63033662
30502070507,12,0,1291500,6651000,12498300,0,2182500,40965300,378000,2.019022427,10.39761375,19.53879056,0,3.411936855,64.04170301,0.590933393
30502070508,12,0,15367500,11952000,11820600,0,28427400,41337900,420300,14.05662164,10.93247059,10.81227927,0,26.00248615,37.81169478,0.384447573
30502070606,12,0,13374900,6604200,9712800,0,39363300,37033200,1528200,12.42828709,6.136785589,9.025373409,0,36.57734959,34.41216318,1.420041146
30502070701,12,0,35544600,6623100,3393000,0,15716700,23434200,586800,41.67088714,7.764623955,3.977800287,0,18.42555077,27.47319997,0.687937875
30502070702,12,0,9251100,6363000,2728800,270000,16282800,29964600,8822700,12.55527055,8.635641871,3.703432271,0.366434591,22.09844876,40.66691096,11.973861
30502070703,12,0,19459800,2703600,5183100,3450600,12715200,22936500,80303400,13.26031228,1.842289247,3.531872095,2.351310577,8.664401624,15.62940794,54.72040624
30502070704,12,0,10685700,1071900,2155500,8378100,20543400,10078200,90970200,7.426659161,0.744980296,1.4980922,5.822856071,14.27785075,7.004441108,63.22512041
30502060308,12,0,11728800,4095900,835200,29894400,17501400,966600,36706500,11.52947838,4.026293439,0.821006441,29.38636846,17.20397763,0.950173402,36.08270224
30502060401,12,0,11579400,8944200,1391400,0,35686800,0,11245500,16.81896022,12.99135914,2.020994287,0,51.83471247,0,16.33397388
30502060402,12,0,12839400,18717300,3094200,0,30962700,0,24555600,14.23923025,20.75797501,3.431548688,0,34.33844373,0,27.23280233
30502060404,12,0,10037700,18404100,116100,0,36965700,0,18262800,11.98010656,21.96549798,0.138566641,0,44.11897396,0,21.79685486
30502060405,12,0,10544400,20025900,2786400,0,27521100,0,61801200,8.595114078,16.3238207,2.271293375,0,22.43342381,0,50.37634803
30402070208,12,0,37773000,0,0,45448200,32287500,7679700,8785800,28.62150329,0,0,34.43718545,24.46500907,5.819091913,6.657210273
30402080301,12,0,21096000,11603700,0,1777500,62165700,27991800,13551300,15.2663801,8.397160349,0,1.286309756,44.98697408,20.25661066,9.806565064
30402080304,12,0,14454000,654300,0,3279600,2689200,15300,152100,68.03643296,3.079855963,0,15.43740733,12.6583351,0.07201864,0.715950011
30402070102,12,0,580500,0,0,0,0,3461400,57890700,0.937309268,0,0,0,0,5.588978987,93.47371174
30402070103,12,0,3423600,0,0,0,1608300,20931300,33230700,5.783704064,0,0,0,2.717002934,35.36056925,56.13872375
30402070104,12,0,11229300,0,0,0,9980100,22249800,65510100,10.30501251,0,0,0,9.158634588,20.41841142,60.11794148
30402070105,12,0,7165800,0,0,0,12763800,15441300,25809300,11.7126129,0,0,0,20.86263203,25.23904793,42.18570714
30402070106,12,0,8237700,0,0,45900,3528900,26554500,5401800,18.82094094,0,0,0.104869222,8.062592532,60.66992926,12.34166804
30402070204,12,0,28084500,4178700,0,0,14307300,43397100,62145000,18.46296756,2.747109707,0,0,9.405729703,28.52958926,40.85460376
30402060907,12,0,8759700,208800,0,0,52422300,20096100,6579900,9.946654131,0.237092752,0,0,59.52561011,22.81915546,7.471487553
30402061001,12,0,5541300,29700,0,0,4664700,24063300,7538400,13.24484791,0.070989115,0,0,11.14959343,57.51624145,18.0183281
30402061002,12,0,12249000,72000,0,0,28951200,13066200,17271000,17.10529623,0.100545459,0,0,40.42932911,18.24648719,24.11834201
30402061003,12,0,33462900,0,0,0,24191100,5205600,28014300,36.82344436,0,0,0,26.6205148,5.728377455,30.82766339
30502070203,12,0,32336100,20226600,13760100,0,25340400,29192400,985500,26.5395667,16.60080219,11.29347979,0,20.7979081,23.95940286,0.808840367
30402070205,12,0,8450100,0,0,0,11527200,6903900,23620500,16.73230802,0,0,0,22.82537024,13.67062891,46.77169283
30402070206,12,0,9824400,0,0,0,13104900,20751300,63360000,9.178199674,0,0,0,12.24292465,19.38638236,59.19249332
30402070207,12,0,15982200,0,0,0,6722100,58695300,66985200,10.77077976,0,0,0,4.530180989,39.55614052,45.14289873
30601100305,12,0,39600,0,0,0,4500,0,0,89.79591837,0,0,0,10.20408163,0,0
30502080609,12,0,900,0,0,0,0,0,0,100,0,0,0,0,0,0
30501120304,12,0,231300,0,0,10800,0,0,0,95.53903346,0,0,4.460966543,0,0,0
30502060309,12,0,0,0,0,900,0,0,3600,0,0,0,20,0,0,80
30502060406,12,0,0,0,0,0,0,0,9900,0,0,0,0,0,0,100
30502090102,12,0,11700,0,0,0,0,0,1125900,1.028481013,0,0,0,0,0,98.97151899
30502090205,12,0,288000,0,0,0,0,0,1494000,16.16161616,0,0,0,0,0,83.83838384
30601090308,12,0,0,0,0,87300,0,0,900,0,0,0,98.97959184,0,0,1.020408163
30402080309,12,0,1618200,0,0,0,0,0,0,100,0,0,0,0,0,0
30502090207,12,0,23400,0,0,0,0,0,0,100,0,0,0,0,0,0
30502020206,12,0,7200,0,0,0,0,0,0,100,0,0,0,0,0,0
30502020207,12,0,37800,0,0,0,0,0,220500,14.63414634,0,0,0,0,0,85.36585366
30502100103,12,0,22500,0,0,0,0,0,0,100,0,0,0,0,0,0
30501120404,12,0,39600,0,0,0,0,0,0,100,0,0,0,0,0,0
30402070209,12,0,5400,0,0,0,0,0,0,100,0,0,0,0,0,0
30402070210,12,0,56700,0,0,0,0,0,0,100,0,0,0,0,0,0
30502071105,12,0,306000,0,0,26100,0,0,0,92.14092141,0,0,7.859078591,0,0,0
30502090206,12,0,394200,0,0,0,0,0,9900,97.55011136,0,0,0,0,0,2.449888641
30502010708,12,0,900,0,0,0,0,0,225900,0.396825397,0,0,0,0,0,99.6031746
30402070101,12,0,2431800,0,0,0,1041300,2673000,77172300,2.918683028,0,0,0,1.249783961,3.208174905,92.62335811
30402040602,12,1,6835500,19731600,6543900,0,33496200,12084300,8108100,7.87503629,22.73236282,7.539090042,0,38.59027,13.92206877,9.341172079
30402040807,12,1,23151600,9613800,1451700,0,23454900,14706900,15994800,26.19738678,10.87857587,1.642683287,0,26.54058843,16.6417158,18.09904983
30402040809,12,1,12880800,1845900,0,0,8059500,26135100,41349600,14.26905016,2.044845017,0,0,8.92812634,28.95185492,45.80612357
30402040810,12,1,13432500,411300,4500,2151000,31462200,2829600,31616100,16.39965717,0.502153657,0.005494023,2.626142757,38.41200774,3.45464135,38.59990331
30402050805,12,1,9320400,24300,6896700,0,5923800,42318000,38460600,9.053872113,0.023605113,6.699480688,0,5.754401916,41.10786662,37.36077355
30402050806,12,1,21093300,692100,552600,0,12155400,49098600,73419300,13.43425601,0.440796299,0.351949191,0,7.741735786,31.27074293,46.76051978
30402050902,12,1,1569600,900,1530900,0,1148400,70561800,26975700,1.542039135,0.000884197,1.504018674,0,1.128235055,69.32279371,26.50202923
30402050903,12,1,12727800,26100,4956300,0,2169900,39574800,48611700,11.77773706,0.024151773,4.586338425,0,2.007928444,36.62075054,44.98309376
30402050904,12,1,3813300,72900,558000,0,2769300,63940500,79744500,2.527062893,0.048310619,0.369784988,0,1.835207109,42.37318462,52.84644977
30402050905,12,1,4306500,0,102600,0,1902600,15288300,47646000,6.219131791,0,0.148167403,0,2.747595529,22.07824279,68.80686249
30402050906,12,1,26770500,0,0,0,32459400,14429700,24771600,27.19716919,0,0,0,32.97673908,14.65968108,25.16641065
30402050907,12,1,5521500,0,0,0,18861300,65551500,28648800,4.656228417,0,0,0,15.90555484,55.27895628,24.15926047
30402050908,12,1,4114800,0,0,0,5425200,18906300,49393800,5.286221369,0,0,0,6.969672444,24.28863786,63.45546833
30402050909,12,1,9119700,0,0,0,14604300,26404200,50113800,9.097683606,0,0,0,14.56904292,26.3404561,49.99281738
30402050910,12,1,6930900,0,0,0,3972600,20292300,10797300,16.50485437,0,0,0,9.460125592,48.32293877,25.71208127
30402060403,12,1,1079100,6442200,413100,0,58932000,69009300,0,0.794181741,4.741245123,0.304027873,0,43.37199367,50.7885516,0
30402060404,12,1,960300,3781800,0,0,22234500,10691100,0,2.549399087,10.03990156,0,0,59.02802666,28.38267269,0
30402060405,12,1,1551600,3728700,3894300,0,48201300,53439300,7575300,1.310578129,3.149492569,3.289368657,0,40.71382417,45.13816565,6.398570831
30402060503,12,1,9540900,9165600,340200,34200,16434000,10170000,345600,20.72734383,19.91201486,0.739075178,0.074298563,35.7024147,22.09404634,0.75080653
30402060504,12,1,9395100,7447500,1363500,593100,29205000,8817300,4513500,15.31768158,12.14233309,2.223037417,0.966984593,47.61555393,14.37564197,7.358767425
30402060505,12,1,23538600,10800900,937800,70200,39525300,35671500,12198600,19.17715811,8.799612849,0.764036046,0.057192717,32.20169965,29.06196611,9.938334519
30402060506,12,1,3740400,1256400,2293200,1633500,17517600,9044100,17282700,7.088400334,2.38099299,4.345823882,3.095632004,33.19745527,17.13939725,32.75229827
30402060601,12,1,2017800,566100,1857600,0,14261400,32749200,6687000,3.47064196,0.973699283,3.195095899,0,24.52979148,56.32904534,11.50172603
30402060602,12,1,3543300,4675500,1791000,634500,30396600,42677100,4496400,4.016691152,5.300155077,2.03028077,0.719270323,34.45763957,48.37883611,5.097127
