HUC_ID,HUC_DIGITS,UPLAND,GROUP_A,GROUP_B,GROUP_C,GROUP_D,GROUP_A_D,GROUP_B_D,GROUP_C_D
30402080311,12,2,18000,0,0,0,0,0,0
30402080312,12,2,19800,0,0,0,0,0,0
30402080313,12,2,900,0,0,0,0,0,0
30402080314,12,2,43200,0,0,0,0,0,0
30402080401,12,2,8983800,0,0,413100,6143400,129600,0
30402080402,12,2,6242400,0,0,855000,27070200,1536300,0
30402080403,12,2,6300,0,0,0,0,0,0
30402080404,12,2,28800,0,0,0,0,0,0
30501120201,12,2,791100,2564100,9305100,0,72000,3203100,46176300
30501120202,12,2,4746600,1855800,5238900,0,5400900,9952200,41445000
30501120203,12,2,1512000,0,2581200,0,1036800,18848700,45544500
30501120204,12,2,2750400,334800,8165700,0,0,13716000,91045800
30501120205,12,2,8267400,5899500,9018000,0,4392900,23582700,62271900
30501120206,12,2,7706700,4125600,3785400,0,2187000,6221700,85850100
30501120301,12,2,18035100,375300,514800,0,38322000,4161600,23196600
30501120302,12,2,17668800,2556000,7335900,0,30331800,7073100,29492100
30501120303,12,2,34851600,1454400,2354400,652500,25769700,2234700,12285000
30501120304,12,2,162900,0,0,10800,0,0,0
30501120401,12,2,1082700,0,567000,0,1736100,18853200,37818000
30501120402,12,2,14476500,0,0,0,4961700,6787800,55698300
30501120403,12,2,25605000,0,0,3030300,26125200,15924600,29814300
30501120404,12,2,26100,0,0,0,0,0,0
30502010101,12,2,125100,13205700,20169900,0,2021400,23736600,21724200
30502010201,12,2,168300,10062900,22519800,0,142200,31509000,82791000
30502010202,12,2,178200,77400,1026900,0,0,1676700,40409100
30502010203,12,2,7460100,3564000,14378400,0,7152300,24544800,78548400
30502010301,12,2,442800,374400,5452200,0,2350800,22818600,34631100
30502010302,12,2,3483000,1332900,3228300,0,13376700,21549600,74715300
30502010303,12,2,7693200,1971900,2776500,33300,13107600,5645700,15956100
30502010304,12,2,9932400,1575000,21877200,248400,12085200,28523700,14557500
30502010305,12,2,8200800,4036500,13793400,678600,6254100,18171900,23086800
30502010306,12,2,1682100,1924200,9923400,1718100,775800,14793300,30664800
30502010401,12,2,20894400,7610400,3007800,278100,74204100,159300,28443600
30502010402,12,2,14910300,8952300,5616900,2146500,30780900,1706400,18748800
30502010501,12,2,653400,1772100,11385900,0,4923900,20152800,10963800
30502010502,12,2,36000,643500,8244000,0,3474000,10107900,55683900
30502010503,12,2,900,1510200,16669800,0,900900,26141400,28793700
30502010504,12,2,0,2646000,35260200,0,1529100,46600200,44877600
30502010505,12,2,38700,243900,15660900,0,103500,21963600,27942300
30502010506,12,2,759600,1535400,44295300,0,1043100,23162400,83109600
30502010601,12,2,2749500,7467300,11517300,0,2735100,20637000,7994700
30502010602,12,2,3491100,1630800,2453400,17100,3425400,5721300,18122400
30502010603,12,2,5307300,2776500,5724000,9000,8626500,4792500,6565500
30502010604,12,2,12259800,10878300,3307500,531000,11475900,8153100,24755400
30502010605,12,2,9324000,22409100,4068000,0,14607000,0,2895300
30502010701,12,2,0,875700,5139000,357300,1260900,4087800,26536500
30502010702,12,2,3951000,12570300,16065000,1442700,5985000,18303300,58451400
30502010703,12,2,42300,342000,2046600,1474200,37800,696600,30950100
30502010704,12,2,150300,4604400,18498600,6165900,1881000,14449500,103510800
30502010705,12,2,12699900,3424500,6796800,4467600,5973300,4527900,33111000
30502010706,12,2,6341400,13166100,23076000,760500,22032000,10668600,54024300
30502010707,12,2,12282300,13478400,1407600,1528200,7430400,254700,9558000
30502010708,12,2,900,0,0,0,0,0,20700
30502020101,12,2,1648800,1116000,6589800,0,1225800,12707100,35913600
30502020102,12,2,5990400,2410200,3326400,0,2643300,11267100,13842900
30502020103,12,2,4953600,2032200,9589500,0,12683700,16536600,23523300
30502020104,12,2,15357600,3420900,13302900,0,42818400,1800,26633700
30502020105,12,2,10578600,6993000,6884100,15300,26644500,28284300,53960400
30502020201,12,2,19938600,1194300,293400,0,31163400,0,1933200
30502020202,12,2,10296000,30215700,7728300,0,60553800,0,5814000
30502020203,12,2,7133400,5405400,0,0,15604200,0,3412800
30502020204,12,2,3935700,411300,0,0,369000,0,1334700
30502020205,12,2,7676100,11670300,129600,0,28806300,0,3330900
30502020206,12,2,7200,0,0,0,0,0,0
30502020207,12,2,33300,0,0,0,0,0,55800
30502050309,12,2,5793300,11452500,19273500,0,9827100,31010400,24740100
30502050310,12,2,46800,843300,7641000,0,742500,10846800,31726800
30502050311,12,2,15405300,3167100,4957200,0,17181000,15184800,15513300
30502060301,12,2,10605600,234000,2750400,60300,13769100,8973000,701100
30502060302,12,2,9184500,1452600,14741100,818100,12783600,67991400,18998100
30502060303,12,2,6849900,151200,907200,811800,10918800,7016400,9843300
30502060304,12,2,7114500,2867400,9792900,9938700,17429400,16595100,67644900
30502060305,12,2,8064900,2413800,11419200,0,43109100,0,11449800
30502060306,12,2,4165200,27900,2048400,1212300,13983300,0,20022300
30502060307,12,2,11631600,9380700,38700,0,17176500,0,3462300
30502060308,12,2,10509300,3857400,798300,1143000,9797400,782100,4373100
30502060309,12,2,0,0,0,0,0,0,900
30502060401,12,2,11153700,8748000,1278900,0,34227000,0,1343700
30502060402,12,2,12358800,17968500,2901600,0,29668500,0,2117700
30502060403,12,2,6957900,6643800,1159200,0,8939700,0,1008900
30502060404,12,2,9820800,17960400,109800,0,36212400,0,1611000
30502060405,12,2,10229400,19061100,2583000,0,25341300,0,5995800
30502060406,12,2,0,0,0,0,0,0,2700
30502070203,12,2,32111100,20106000,13676400,0,24307200,28289700,900000
30502070507,12,2,1280700,6625800,12403800,0,1945800,39951900,368100
30502070508,12,2,15048000,11837700,11683800,0,26403300,40337100,417600
30502070604,12,2,4136400,1778400,4392000,0,3286800,28562400,1539900
30502070605,12,2,1188000,3874500,9462600,0,11288700,23242500,755100
30502070606,12,2,13157100,6563700,9679500,0,37075500,36081000,1519200
30502070701,12,2,35166600,6572700,3369600,0,15075900,22370400,505800
30502070702,12,2,9070200,6145200,2685600,242100,15488100,28396800,8089200
30502070703,12,2,19117800,2673000,5131800,3330900,5265900,22280400,74782800
30502070704,12,2,10451700,1046700,2137500,8043300,10260900,9745200,74014200
30502070705,12,2,36372600,3876300,860400,2250000,4392000,17649900,19861200
30502070706,12,2,12891600,1053900,100800,3088800,688500,7213500,22985100
30502070801,12,2,13680900,1901700,7500600,0,15409800,79551000,627300
30502070802,12,2,24517800,5973300,9879300,0,16796700,32031000,750600
30502070803,12,2,14258700,4584600,4542300,0,10371600,27095400,166500
30502070804,12,2,14798700,5223600,6701400,401400,9443700,37719000,16874100
30502070901,12,2,2470500,1314000,7029900,3368700,223200,18655200,25992900
30502070902,12,2,10168200,882000,12421800,2806200,2824200,50035500,22158000
30502070903,12,2,11023200,7850700,21051900,2740500,2160900,50982300,63889200
30502071001,12,2,10320300,319500,4474800,4001400,1241100,18976500,35003700
30502071002,12,2,5485500,1810800,421200,10960200,10753200,9957600,56280600
30502071003,12,2,13455000,461700,566100,3959100,10107000,4226400,8622000
30502071101,12,2,5765400,757800,3385800,7915500,1456200,15018300,24345000
30502071102,12,2,25131600,2863800,1847700,3240900,5325300,11185200,3472200
30502071103,12,2,21990600,3013200,1320300,3203100,14555700,7716600,958500
30502071104,12,2,278100,0,0,514800,0,452700,125100
30502071105,12,2,293400,0,0,12600,0,0,0
30502080101,12,2,11122200,5058000,3391200,0,6019200,9976500,308700
30502080102,12,2,20788200,24621300,21090600,0,13653900,37695600,3302100
30502080301,12,2,11619900,17898300,13981500,0,18135000,34675200,3502800
30502080302,12,2,31146300,3969900,71100,0,51864300,27760500,294300
30502080401,12,2,9993600,5848200,6055200,0,15546600,15399900,291600
30502080402,12,2,17813700,3990600,7071300,0,13495500,28354500,703800
30502080403,12,2,5147100,2123100,11262600,0,6876000,26271000,373500
30502080404,12,2,18121500,9605700,6617700,0,21768300,42824700,1266300
30502080405,12,2,13842000,1164600,1380600,582300,6712200,13185000,4776300
30502080406,12,2,34832700,1228500,1287000,594900,8847900,27264600,14402700
30502080407,12,2,34485300,3751200,3397500,5521500,14417100,22583700,38229300
30502080501,12,2,13671900,357300,0,684000,5779800,1314900,81900
30502080502,12,2,26755200,1431900,67500,1284300,5941800,3293100,1303200
30502080503,12,2,25065900,3758400,136800,3053700,10956600,5444100,701100
30502080601,12,2,21132900,3036600,6060600,4635900,5949900,26400600,42235200
30502080602,12,2,12771000,1096200,868500,2869200,614700,10422000,19452600
30502080603,12,2,14184000,1390500,690300,1620000,2086200,5504400,2050200
30502080604,12,2,21525300,631800,2961900,3690900,2817000,15342300,30522600
30502080605,12,2,17578800,4233600,1582200,4882500,8660700,6333300,10436400
30502080606,12,2,28686600,5141700,3833100,4474800,23407200,10535400,31857300
30502080607,12,2,21425400,1674900,8240400,4065300,12951000,10060200,36187200
30502080608,12,2,15623100,2354400,257400,1517400,6423300,2574000,1411200
30502090101,12,2,1685700,1347300,0,0,9560700,0,3356100
30502090102,12,2,0,0,0,0,0,0,226800
30502090201,12,2,18001800,6662700,2142000,0,63519300,0,9207000
30502090202,12,2,33221700,1548000,0,0,50481000,0,2453400
30502090203,12,2,16320600,722700,132300,0,22645800,0,2516400
30502090204,12,2,2253600,3405600,0,0,6750900,0,567900
30502090205,12,2,31500,0,0,0,0,0,99000
30502090206,12,2,35100,0,0,0,0,0,6300
30502100101,12,2,5372100,2153700,0,1062000,4388400,74700,0
30502100102,12,2,19141200,4233600,0,2703600,5805000,1234800,0
30502100104,12,2,33300,0,0,0,0,0,0
30601090105,12,2,9516600,22228200,29554200,0,8317800,42692400,37241100
30601090107,12,2,39462300,8289900,11844900,18553500,6640200,19558800,55865700
30601090202,12,2,45528300,10677600,0,0,19762200,73329300,68613300
30601090203,12,2,39556800,6330600,0,0,34544700,35361900,39149100
30601090301,12,2,0,210600,5599800,0,1803600,29321100,1648800
30601090302,12,2,1632600,8325000,33213600,0,2979900,39581100,30879000
30601090303,12,2,15494400,0,8677800,22690800,0,4383000,12519900
30601090304,12,2,17785800,267300,20154600,1630800,0,13805100,29306700
30601090305,12,2,23658300,1518300,1152000,3631500,36370800,27053100,117198900
30601090306,12,2,11248200,613800,711000,1743300,853200,5634900,19514700
30601090307,12,2,24833700,3471300,9777600,2802600,43900200,110409300,164525400
30601090308,12,2,0,0,0,14400,0,0,0
30601090309,12,2,637200,0,0,0,36900,0,0
30601100101,12,2,21590100,0,754200,0,26163900,44868600,575100
30601100102,12,2,3906900,2247300,14402700,0,1826100,68194800,2551500
30601100103,12,2,1655100,558900,8973000,22500,4304700,11444400,105984900
30601100201,12,2,6450300,420300,18943200,3180600,586800,7008300,99740700
30601100202,12,2,19278000,2036700,2584800,1843200,15776100,11891700,28111500
30601100301,12,2,27650700,3285000,218700,1102500,17379000,9648900,4491000
30601100302,12,2,20912400,3949200,0,1607400,17687700,0,0
30601100303,12,2,7577100,1275300,0,891000,8578800,259200,106200
30601100304,12,2,17961300,5801400,922500,2403000,17495100,2043900,49500
30601100305,12,2,33300,0,0,0,2700,0,0
30601100306,12,2,0,0,0,1800,4500,0,0
30602020605,12,2,18595800,545400,1733400,0,8159400,48617100,17631900
30602030606,12,2,10553400,2757600,4101300,0,6029100,85791600,32067900
30602040101,12,2,17214300,0,1365300,2463300,6145200,7791300,539100
30602040102,12,2,16830000,0,936000,2847600,4338900,5251500,53100
30602040201,12,2,10780200,1553400,3897000,20700,17678700,84745800,63474300
30602040202,12,2,5354100,0,887400,0,1382400,14174100,12145500
30602040203,12,2,5054400,0,4844700,2787300,4302000,46382400,27305100
30602040301,12,2,170100,0,5928300,12600,4630500,77670900,36227700
30602040302,12,2,6683400,0,157500,27900,674100,12942000,17100
30602040303,12,2,14972400,0,778500,875700,7974900,16239600,1317600
30602040304,12,2,27213300,0,3409200,3248100,8422200,12352500,1125000
30602040502,12,2,32029200,0,7341300,2014200,17577900,13320900,4325400
3040206060045,14,0,201600,3307500,223200,0,5255100,1161900,249300
3040204080040,14,0,7003800,19391400,6518700,0,32976900,11987100,7650900
3040206060050,14,0,3106800,4223700,410400,0,18686700,2958300,3310200
3040206100010,14,0,4679100,1260900,180900,0,11331900,33960600,40257000
3040206110010,14,0,16360200,2708100,2330100,0,19700100,57077100,38742300
3040206130010,14,0,32052600,3775500,2193300,0,41907600,27545400,48144600
3040206090010,14,0,467100,68400,0,0,13480200,19051200,14683500
3040206090020,14,0,343800,0,0,0,133200,2538900,2127600
3040206090030,14,0,8859600,918900,912600,0,26172900,58346100,12093300
3040204070050,14,0,23437800,9404100,1451700,0,23575500,14811300,16152300
3040206130030,14,0,12000600,940500,0,117000,8019000,15704100,75729600
3040206120010,14,0,8604900,546300,0,0,17031600,18022500,30544200
3040207020110,14,0,2917800,91800,0,868500,2932200,1521900,1019700
3040207020130,14,0,11773800,2441700,0,1815300,11247300,9099000,2271600
3040206120030,14,0,2616300,27900,0,0,945000,7324200,11942100
3040206120020,14,0,8488800,128700,0,0,6502500,14323500,20593800
3040207020120,14,0,0,50400,0,1175400,0,0,0
3040207020160,14,0,15050700,642600,0,4890600,2826000,15300,144000
3040204070060,14,0,14548500,420300,0,2195100,34693200,2699100,31650300
3040204070070,14,0,12826800,1941300,0,0,8370900,26103600,41562900
3040207020140,14,0,6116400,3390300,0,0,17207100,3767400,3168900
3040206120040,14,0,7157700,36900,0,0,21918600,2300400,2186100
3040206120050,14,0,11754900,152100,0,0,29056500,1284300,2577600
3040206140010,14,0,15005700,865800,0,0,23836500,35671500,21060900
3040207020150,14,0,3996900,5869800,0,0,33452100,15129900,8602200
3040206140020,14,0,8744400,213300,0,0,52246800,20120400,6694200
3040201160040,14,0,27642600,4185000,0,0,14094000,43806600,62418600
3040207020170,14,0,12503700,701100,0,180900,3345300,591300,354600
3040206140030,14,0,4108500,2781900,0,0,37399500,42715800,44156700
3040205170020,14,0,12112200,151200,8352000,0,9349200,59256900,39415500
3040201170020,14,0,2838600,0,0,0,1926900,4797900,17008200
3040201170010,14,0,15200100,0,0,0,22693500,22967100,70121700
3040207020180,14,0,7532100,124200,0,122400,860400,1953000,5207400
3040205170030,14,0,21211200,682200,594900,0,12662100,48969900,73720800
3040206150010,14,0,12555000,72000,0,0,28757700,12871800,17241300
3040207020190,14,0,8711100,300600,0,0,5230800,5382900,5851800
3040205180020,14,0,5471100,0,0,0,18969300,65639700,28639800
3040206150020,14,0,5623200,0,0,0,4508100,24057900,7677900
3040205150030,14,0,1605600,900,1570500,0,1147500,70465500,26926200
3040207020200,14,0,20646900,51300,0,8091000,5977800,1523700,90900
3040201170030,14,0,14780700,0,0,0,6714000,54662400,58498200
3040205180010,14,0,9325800,0,0,0,15330600,26511300,50596200
3040205150060,14,0,4391100,0,69300,0,1899900,15233400,47710800
3040205150020,14,0,12870900,27900,4975200,0,2331000,39570300,49048200
3040206150030,14,0,32274900,0,0,0,22620600,4395600,26730000
3040205150040,14,0,26823600,0,0,0,34047000,14670900,25109100
3040205180040,14,0,4242600,0,0,0,5643000,18998100,49377600
3040205150050,14,0,3667500,52200,612900,0,2286000,53901900,69344100
3040207040010,14,0,9197100,0,0,3744000,6751800,202500,0
3040205180030,14,0,7116300,0,0,0,4086000,20221200,11893500
3050112030010,14,0,3739500,542700,9478800,0,70200,13531500,110081700
3050112030040,14,0,1465200,0,2509200,0,965700,18729900,46853100
3040207030040,14,0,3456000,0,0,0,1565100,20833200,33356700
3040207030010,14,0,606600,0,0,0,0,3518100,57991500
3040207030060,14,0,7474500,0,0,9900,3684600,25895700,5214600
3050112040010,14,0,1409400,28800,616500,0,2331000,29030400,49788900
3040207040020,14,0,11871900,0,0,33661800,32868000,1566900,99900
3050201010010,14,0,28800,10083600,13793400,0,1322100,18099000,18332100
3040201170040,14,0,1055700,0,0,0,0,4360500,8118000
3040207030030,14,0,7791300,0,0,0,9124200,16155000,54470700
3050201010020,14,0,45900,177300,1944900,0,185400,3115800,4527900
3040207030020,14,0,5889600,0,0,0,1849500,8206200,85861800
3050201010030,14,0,83700,11490300,10869300,0,2241000,12510000,13013100
3050201020010,14,0,209700,9794700,21994200,0,143100,30673800,56536200
3050112030020,14,0,835200,2795400,10548900,0,109800,3864600,62516700
3040207030050,14,0,7089300,0,0,0,12640500,15402600,26012700
3040207040030,14,0,4931100,0,0,5609700,9363600,5856300,4386600
3040207040040,14,0,29371500,0,0,21100500,23677200,3237300,5928300
3050112040020,14,0,14616900,0,0,0,5321700,7127100,62348400
3050201020020,14,0,5312700,3690900,8589600,0,5872500,21566700,98190000
3050112030050,14,0,12488400,4439700,3592800,0,3607200,3827700,71226900
3050112030030,14,0,2279700,1718100,3474900,0,3101400,4941000,23080500
3050201020030,14,0,0,77400,865800,0,0,729900,35068500
3050112060010,14,0,5188500,0,0,900,2252700,4590000,28769400
3050112060030,14,0,20796300,0,0,61999200,24338700,12243600,3641400
3050202010010,14,0,702000,2340900,19952100,0,8442900,31076100,68615100
3050112030060,14,0,5343300,6017400,9251100,0,3741300,26887500,69372900
3050201040010,14,0,4036500,442800,1251000,0,14937300,24194700,63735300
3050206070010,14,0,5940900,11600100,19325700,0,10076400,31242600,24985800
3050202010020,14,0,9900,1512900,16649100,0,1021500,26660700,29350800
3050112060020,14,0,30638700,1201500,1973700,20656800,25957800,3644100,43767900
3050201040020,14,0,4538700,1752300,9960300,1159200,7588800,31860900,61078500
3050112050020,14,0,26186400,2552400,7363800,0,39546900,7307100,29981700
3050202010030,14,0,0,2633400,35594100,0,1498500,47135700,45752400
3050201020040,14,0,1683900,203400,6371100,0,1096200,5290200,13264200
3050201030010,14,0,4092300,5610600,16106400,4336200,5748300,14897700,76223700
3050112050010,14,0,27780300,1660500,745200,0,78553800,4782600,30514500
3050201040050,14,0,6543900,2010600,2342700,81900,11177100,4525200,16666200
3050206070030,14,0,39600,849600,7813800,0,745200,10767600,31416300
3050201060010,14,0,162000,4757400,18727200,10444500,1972800,15107400,105977700
3050202060010,14,0,4610700,2977200,0,0,15692400,0,105590700
3050206070040,14,0,15733800,3303900,5154300,0,18027000,15849900,16383600
3050201040040,14,0,10451700,5755500,23161500,5856300,7495200,29349000,47825100
3050202060050,14,0,7492500,138600,0,0,21403800,0,1611900
3050208020010,14,0,19252800,2133000,8088300,0,20334600,82931400,896400
3050201040030,14,0,9754200,1565100,21451500,612900,11880000,27841500,14622300
3050205050010,14,0,11035800,235800,3011400,103500,14805900,9974700,710100
3050202010040,14,0,42300,229500,15703200,0,114300,22221000,28661400
3050202020020,14,0,52200,223200,6804000,0,147600,700200,22816800
3050202030010,14,0,2946600,7451100,11529900,0,2902500,21171600,8221500
3050202060020,14,0,18900000,8411400,1964700,0,43175700,0,20846700
3050201070010,14,0,6419700,13302000,23234400,7218900,22522500,10830600,54723600
3050201050010,14,0,12571200,3489300,7047000,28902600,5887800,4623300,36414900
3050202020010,14,0,4209300,2592000,28744200,27000,3694500,23049900,68401800
3050205060010,14,0,9461700,1520100,14922000,813600,13570200,72263700,19386900
3050208020030,14,0,25285500,6012900,10383300,0,17780400,32924700,774900
3050202020030,14,0,0,294300,11407500,0,596700,7200000,11726100
3050201080010,14,0,16895700,7555500,3075300,594900,70636500,366300,28341900
3050207050030,14,0,32410800,20221200,13842000,0,25295400,29115900,988200
3050202030020,14,0,5421600,2867400,5711400,17100,8838000,4826700,6726600
3050201060020,14,0,51300,419400,2136600,2636100,37800,783000,31211100
3050208030010,14,0,9949500,8014500,20668500,1249200,1997100,48683700,22170600
3050207040040,14,0,13262400,6576300,10384200,0,39555900,38302200,1517400
3050201080030,14,0,5398200,189000,413100,3798900,11522700,0,11990700
3050202050010,14,0,1987200,1251900,6389100,0,1383300,13987800,36917100
3050207040050,14,0,4389300,1842300,4416300,0,3441600,30033000,1737900
3050205060020,14,0,7499700,150300,925200,937800,11616300,7184700,10093500
3050208020020,14,0,9156600,4545000,4076100,0,5980500,25653600,92700
3050202040010,14,0,12933900,11403000,3355200,3411900,11929500,8265600,28165500
3050207110020,14,0,1179000,5777100,11951100,0,1015200,39825000,348300
3050208030020,14,0,10168200,2001600,14715900,5791500,3117600,54695700,57898800
3050201080020,14,0,15205500,9179100,6181200,12110400,30492900,1583100,32544900
3050202060030,14,0,20502000,939600,134100,0,22132800,0,57077100
3050207110010,14,0,15360300,12832200,12351600,0,29794500,42424200,420300
3050202050040,14,0,10718100,6498000,6561000,952200,24834600,29949300,58293900
3050205060030,14,0,7330500,2901600,9732600,10220400,17949600,17077500,69677100
3050202050020,14,0,12606300,4437000,20771100,0,38597400,17772300,37466100
3050208070020,14,0,10027800,5872500,6129900,0,15821100,15669000,307800
3050202050030,14,0,6300900,2493900,3358800,0,2782800,11827800,13750200
3050201050020,14,0,2448000,2175300,992700,5197500,405900,212400,6720300
3050208020040,14,0,22823100,5593500,8392500,3115800,11854800,47598300,47233800
3050208070010,14,0,18296100,3972600,6930900,0,13876200,29713500,722700
3050208010020,14,0,35631000,6684300,3330900,0,15652800,23402700,596700
3050202040020,14,0,3617100,5906700,3744000,0,7052400,0,11550600
3050208070030,14,0,5076000,2187900,11321100,0,6981300,26780400,375300
3050207040060,14,0,1237500,3878100,8793900,0,11559600,22522500,764100
3050202050070,14,0,8815500,35604900,8072100,0,54245700,0,24216300
3050208030030,14,0,3779100,206100,5474700,1936800,958500,19601100,38930400
3050208060010,14,0,22219200,25269300,21635100,0,15051600,40983300,3534300
3050202060040,14,0,7775100,5028300,0,0,10662300,0,24615900
3050208020050,14,0,2278800,100800,2502900,1352700,0,10424700,6588000
3050202070020,14,0,10632600,12456000,160200,0,9007200,0,10386900
3050202050050,14,0,8150400,939600,2625300,0,19915200,0,17336700
3050208010010,14,0,9233100,6316200,2736000,274500,16279200,30033900,8877600
3050208060020,14,0,9922500,4893300,3393900,0,5412600,8972100,232200
3050208010040,14,0,19285200,2675700,5039100,3447900,12908700,22822200,80553600
3050208070040,14,0,18369000,9598500,6632100,0,22140000,44417700,1323000
3050208040010,14,0,10251900,2128500,535500,14476500,37823400,12203100,62946900
3050205060040,14,0,8374500,2411100,11545200,0,44669700,0,12069000
3050202050080,14,0,1769400,3314700,723600,0,2958300,0,2835000
3050202050060,14,0,20106900,1223100,267300,0,32581800,0,3612600
3050205060050,14,0,4843800,25200,2010600,1331100,33232500,0,29370600
3060109020040,14,0,9353700,22386600,29543400,0,8415000,43950600,39377700
3050202070010,14,0,6953400,19539900,575100,0,45259200,0,22770900
3050208080010,14,0,11619000,17979300,14259600,0,18405000,35827200,3546000
3050202070030,14,0,9335700,5751000,0,0,3277800,0,38354400
3050208090010,14,0,13931100,1179000,1414800,587700,6919200,13257000,5234400
3050205070010,14,0,11518200,18527400,2816100,0,29595600,0,23900400
3050205070020,14,0,11701800,9017100,1389600,0,35463600,0,11003400
3050205070040,14,0,17422200,24134400,1318500,0,45051300,0,28081800
3050208010030,14,0,10767600,1096200,2147400,8409600,20401200,10000800,90791100
3050208090040,14,0,21347100,3107700,6235200,15152400,6002100,27301500,42761700
3050208080020,14,0,31318200,4052700,71100,0,52921800,28234800,297000
3050208010070,14,0,38464200,3926700,860400,34174800,8214300,18855900,30372300
3050205070030,14,0,9977400,20727000,2918700,0,28232100,0,60401700
3060109060020,14,0,1876500,8446500,33696000,0,3110400,40704300,31227300
3050208010060,14,0,12696300,1215900,1176300,62226000,7755300,13639500,24714900
3060109050010,14,0,11103300,2176200,12066300,19598400,1188900,14598900,34579800
3050205060060,14,0,4994100,2349000,812700,15032700,10840500,783000,18436500
3050208090020,14,0,35018100,3816900,3353400,20918700,14695200,23551200,40371300
3050202070040,14,0,11940300,5776200,0,0,15615900,0,31395600
3050208090050,14,0,13007700,1149300,876600,10386000,612900,10988100,23533200
3050208010050,14,0,2881800,472500,1229400,13239900,805500,7299900,18748800
3050208120010,14,0,21261600,0,801000,0,26411400,46404000,600300
3060109060030,14,0,0,213300,5769900,0,1759500,32097600,1729800
3050208040020,14,0,11574000,193500,541800,61205400,5766300,3027600,9565200
3050208090030,14,0,35697600,1229400,1309500,1778400,9036900,29098800,14804100
3050205060070,14,0,17499600,11280600,43200,2496600,23880600,0,38985300
3050208100010,14,0,34507800,3591900,2484000,45562500,11569500,15060600,4373100
3050208010080,14,0,2506500,162000,1710000,3771900,518400,2401200,3698100
3050208090060,14,0,14674500,1427400,707400,13606200,2220300,5688000,2071800
3050208120020,14,0,3686400,2700900,15508800,0,2259000,70843500,7889400
3050208090070,14,0,18843300,4367700,1737900,42097500,8784000,6722100,11460600
3060109060040,14,0,16799400,0,9045900,22365000,0,4473000,13878000
3060109060050,14,0,18981000,273600,20071800,1855800,0,14075100,30564900
3050208090080,14,0,21809700,661500,3078900,14076900,2875500,16016400,32009400
3050208100020,14,0,15201900,2513700,1345500,50148000,8996400,6519600,514800
3050208100030,14,0,21510000,1551600,71100,14745600,5761800,3132900,1138500
3050208130010,14,0,1580400,141300,9270000,30600,3690000,10756800,105873300
3050208100060,14,0,32906700,8293500,0,114105600,13160700,1378800,0
3050208100040,14,0,14172300,367200,0,12769200,5977800,1460700,122400
3050208100050,14,0,26775000,1902600,130500,28761300,9261900,6264900,989100
3050208090090,14,0,17406900,135900,7496100,22299300,10730700,9126900,37936800
3050208090110,14,0,8731800,1255500,333900,30154500,2007000,2954700,1621800
3060109060010,14,0,224100,3600,661500,5861700,2261700,677700,24314400
3050208090100,14,0,28638900,5074200,3846600,29997900,24037200,10867500,32913900
3050208130020,14,0,6949800,448200,19457100,3325500,607500,7929000,104144400
3060109060060,14,0,3293100,2845800,4376700,8049600,396000,2373300,89446500
3050208110010,14,0,10626300,2939400,468000,11651400,7278300,521100,0
3050208110020,14,0,12293100,5167800,1598400,18099900,9307800,2724300,77400
3050208110030,14,0,29003400,3624300,218700,22688100,18508500,10319400,4807800
3050208130030,14,0,19674000,1953900,2631600,33873300,16101900,14675400,31328100
3050208110040,14,0,24867900,4085100,0,11147400,19863900,0,0
3050208140010,14,0,11111400,673200,749700,12878100,824400,36354600,39321000
3050208110050,14,0,12576600,2225700,0,33857100,17579700,401400,114300
3040201160040,14,1,27611100,4190400,0,0,14013000,43739100,61237800
3040201170010,14,1,15162300,0,0,0,22236300,22922100,69268500
3040201170020,14,1,2828700,0,0,0,1926900,4809600,16991100
3040201170030,14,1,14708700,0,0,0,6659100,54654300,55681200
3040201170040,14,1,1035900,0,0,0,0,4329000,7533900
3040204070050,14,1,23275800,9425700,1453500,0,23462100,14735700,16012800
3040204070060,14,1,13781700,420300,0,2159100,31639500,2685600,31492800
3040204070070,14,1,12808800,1890000,0,0,8233200,26052300,41311800
3040204080040,14,1,6957900,19396800,6502500,0,32940000,11980800,7610400
3040205150020,14,1,12716100,23400,4976100,0,2238300,39550500,48690000
3040205150030,14,1,1605600,900,1568700,0,1141200,70460100,26919000
3040205150040,14,1,26538300,0,0,0,32625900,14576400,25016400
3040205150050,14,1,3635100,39600,608400,0,2247300,53905500,69220800
3040205150060,14,1,4365900,0,71100,0,1887300,15227100,47702700
3040205170020,14,1,12088800,151200,8350200,0,9335700,59207400,39208500
3040205170030,14,1,21132000,673200,593100,0,12257100,48951000,73514700
3040205180010,14,1,9218700,0,0,0,14688000,26261100,50274900
3040205180020,14,1,5482800,0,0,0,18913500,65587500,28581300
3040205180030,14,1,6973200,0,0,0,3980700,20192400,10979100
3040205180040,14,1,4217400,0,0,0,5514300,18921600,49143600
3040206060045,14,1,200700,3307500,223200,0,5247900,1170900,249300
3040206060050,14,1,3079800,4220100,410400,0,18659700,2955600,3271500
3040206090010,14,1,463500,68400,0,0,13104000,18977400,14673600
3040206090020,14,1,337500,0,0,0,136800,2542500,2123100
3040206090030,14,1,8820000,918900,912600,0,25864200,58205700,12090600
3040206100010,14,1,4653000,1239300,180900,0,11322900,33876000,39363300
3040206110010,14,1,16346700,2702700,2326500,0,19477800,56889000,38700000
