HUC_ID,HUC_DIGITS,UPLAND,GROUP_A,GROUP_B,GROUP_C,GROUP_D,GROUP_A_D,GROUP_B_D,GROUP_C_D
30502080101,12,0,11265300,5085000,3426300,0,6318900,10601100,321300
30502080102,12,0,21020400,24811200,21384900,0,14246100,39276900,3526200
30502080403,12,0,5172300,2124000,11305800,0,7059600,26794800,381600
30502080404,12,0,18319500,9681300,6668100,0,22176000,44267400,1299600
30502080405,12,0,13965300,1172700,1386000,586800,6908400,13375800,5121900
30502080406,12,0,35364600,1251000,1308600,1868400,9085500,29001600,15053400
30502080407,12,0,34851600,3855600,3459600,20746800,14778000,23667300,40375800
30502080501,12,0,14208300,360900,0,12736800,6016500,1444500,86400
30502080502,12,0,27464400,1454400,78300,19629000,6189300,3519900,1356300
30502080401,12,0,10030500,5887800,6094800,0,15848100,15768900,305100
30502080402,12,0,18007200,4029300,7115400,0,13797000,29741400,717300
30502080301,12,0,11749500,18054000,14137200,0,18531000,35750700,3550500
30502080302,12,0,31351500,4014000,71100,0,52588800,28497600,297000
30502060403,12,0,7179300,6819300,1179000,0,9121500,0,8754300
30402080402,12,0,7218000,0,0,17610300,31683600,1544400,0
30402080403,12,0,14400,0,0,0,0,0,0
30402080404,12,0,29700,0,0,0,0,0,0
30502060301,12,0,11187000,234900,2926800,60300,14899500,9814500,748800
30502060302,12,0,9630000,1519200,14980500,827100,13528800,72042300,19398600
30502060303,12,0,7378200,152100,914400,837000,11628000,7300800,10230300
30502060304,12,0,7297200,2901600,9922500,10039500,17847900,17093700,69782400
30502060305,12,0,8148600,2426400,11525400,0,44703900,0,12075300
30502060306,12,0,4328100,27900,2116800,1324800,31515300,0,28147500
30502060307,12,0,12137400,9775800,43200,0,17787600,0,20776500
30402080314,12,0,44100,0,0,0,0,0,0
30402080401,12,0,9466200,0,0,3744000,6671700,230400,0
30502050309,12,0,5859900,11527200,19412100,0,10044900,31360500,24974100
30502050310,12,0,46800,863100,7674300,0,765000,10978200,32103000
30502050311,12,0,15807600,3205800,5048100,0,17950500,15787800,15857100
30402080312,12,0,19800,0,0,0,0,0,0
30402080313,12,0,900,0,0,0,0,0,0
30402080305,12,0,12503700,701100,0,180900,3380400,620100,362700
30402080306,12,0,7545600,125100,0,122400,837900,1980000,5223600
30402080308,12,0,20265300,21600,0,8091000,5857200,1317600,1800
30402080311,12,0,19800,0,0,0,0,0,0
30402080307,12,0,8675100,300600,0,0,5081400,5477400,5850900
30502070604,12,0,4210200,1792800,4448700,0,3417300,30221100,1759500
30502070605,12,0,1199700,3942900,9507600,0,11535300,23778000,770400
30502070902,12,0,10278900,888300,12555000,2835000,2938500,51926400,24188400
30502070903,12,0,11060100,8028000,21203100,2754900,2878200,51821100,67324500
30502071001,12,0,10506600,325800,4492800,4082400,2493900,19471500,36359100
30502070705,12,0,37190700,3960000,862200,16861500,8262000,18125100,24606000
30502070901,12,0,2494800,1328400,7084800,3411000,223200,19315800,27469800
30502070706,12,0,13132800,1064700,104400,37118700,7626600,7616700,25142400
30502070803,12,0,14378400,4703400,4563900,0,10539000,27837000,196200
30502070801,12,0,13875300,1929600,7542900,0,15836400,80947800,796500
30502070802,12,0,24710400,6035400,9958500,0,17417700,32613300,758700
30502070804,12,0,15111900,5340600,6774300,406800,9649800,39100500,17488800
30502070507,12,0,1291500,6651000,12498300,0,2182500,40965300,378000
30502070508,12,0,15367500,11952000,11820600,0,28427400,41337900,420300
30502070606,12,0,13374900,6604200,9712800,0,39363300,37033200,1528200
30502070701,12,0,35544600,6623100,3393000,0,15716700,23434200,586800
30502070702,12,0,9251100,6363000,2728800,270000,16282800,29964600,8822700
30502070703,12,0,19459800,2703600,5183100,3450600,12715200,22936500,80303400
30502070704,12,0,10685700,1071900,2155500,8378100,20543400,10078200,90970200
30502060308,12,0,11728800,4095900,835200,29894400,17501400,966600,36706500
30502060401,12,0,11579400,8944200,1391400,0,35686800,0,11245500
30502060402,12,0,12839400,18717300,3094200,0,30962700,0,24555600
30502060404,12,0,10037700,18404100,116100,0,36965700,0,18262800
30502060405,12,0,10544400,20025900,2786400,0,27521100,0,61801200
30402070208,12,0,37773000,0,0,45448200,32287500,7679700,8785800
30402080301,12,0,21096000,11603700,0,1777500,62165700,27991800,13551300
30402080304,12,0,14454000,654300,0,3279600,2689200,15300,152100
30402070102,12,0,580500,0,0,0,0,3461400,57890700
30402070103,12,0,3423600,0,0,0,1608300,20931300,33230700
30402070104,12,0,11229300,0,0,0,9980100,22249800,65510100
30402070105,12,0,7165800,0,0,0,12763800,15441300,25809300
30402070106,12,0,8237700,0,0,45900,3528900,26554500,5401800
30402070204,12,0,28084500,4178700,0,0,14307300,43397100,62145000
30402060907,12,0,8759700,208800,0,0,52422300,20096100,6579900
30402061001,12,0,5541300,29700,0,0,4664700,24063300,7538400
30402061002,12,0,12249000,72000,0,0,28951200,13066200,17271000
30402061003,12,0,33462900,0,0,0,24191100,5205600,28014300
30502070203,12,0,32336100,20226600,13760100,0,25340400,29192400,985500
30402070205,12,0,8450100,0,0,0,11527200,6903900,23620500
30402070206,12,0,9824400,0,0,0,13104900,20751300,63360000
30402070207,12,0,15982200,0,0,0,6722100,58695300,66985200
30601100305,12,0,39600,0,0,0,4500,0,0
30502080609,12,0,900,0,0,0,0,0,0
30501120304,12,0,231300,0,0,10800,0,0,0
30502060309,12,0,0,0,0,900,0,0,3600
30502060406,12,0,0,0,0,0,0,0,9900
30502090102,12,0,11700,0,0,0,0,0,1125900
30502090205,12,0,288000,0,0,0,0,0,1494000
30601090308,12,0,0,0,0,87300,0,0,900
30402080309,12,0,1618200,0,0,0,0,0,0
30502090207,12,0,23400,0,0,0,0,0,0
30502020206,12,0,7200,0,0,0,0,0,0
30502020207,12,0,37800,0,0,0,0,0,220500
30502100103,12,0,22500,0,0,0,0,0,0
30501120404,12,0,39600,0,0,0,0,0,0
30402070209,12,0,5400,0,0,0,0,0,0
30402070210,12,0,56700,0,0,0,0,0,0
30502071105,12,0,306000,0,0,26100,0,0,0
30502090206,12,0,394200,0,0,0,0,0,9900
30502010708,12,0,900,0,0,0,0,0,225900
30402070101,12,0,2431800,0,0,0,1041300,2673000,77172300
30402040602,12,1,6835500,19731600,6543900,0,33496200,12084300,8108100
30402040807,12,1,23151600,9613800,1451700,0,23454900,14706900,15994800
30402040809,12,1,12880800,1845900,0,0,8059500,26135100,41349600
30402040810,12,1,13432500,411300,4500,2151000,31462200,2829600,31616100
30402050805,12,1,9320400,24300,6896700,0,5923800,42318000,38460600
30402050806,12,1,21093300,692100,552600,0,12155400,49098600,73419300
30402050902,12,1,1569600,900,1530900,0,1148400,70561800,26975700
30402050903,12,1,12727800,26100,4956300,0,2169900,39574800,48611700
30402050904,12,1,3813300,72900,558000,0,2769300,63940500,79744500
30402050905,12,1,4306500,0,102600,0,1902600,15288300,47646000
30402050906,12,1,26770500,0,0,0,32459400,14429700,24771600
30402050907,12,1,5521500,0,0,0,18861300,65551500,28648800
30402050908,12,1,4114800,0,0,0,5425200,18906300,49393800
30402050909,12,1,9119700,0,0,0,14604300,26404200,50113800
30402050910,12,1,6930900,0,0,0,3972600,20292300,10797300
30402060403,12,1,1079100,6442200,413100,0,58932000,69009300,0
30402060404,12,1,960300,3781800,0,0,22234500,10691100,0
30402060405,12,1,1551600,3728700,3894300,0,48201300,53439300,7575300
30402060503,12,1,9540900,9165600,340200,34200,16434000,10170000,345600
30402060504,12,1,9395100,7447500,1363500,593100,29205000,8817300,4513500
30402060505,12,1,23538600,10800900,937800,70200,39525300,35671500,12198600
30402060506,12,1,3740400,1256400,2293200,1633500,17517600,9044100,17282700
30402060601,12,1,2017800,566100,1857600,0,14261400,32749200,6687000
30402060602,12,1,3543300,4675500,1791000,634500,30396600,42677100,4496400
30402060603,12,1,8747100,5378400,917100,0,44258400,20571300,0
30402060604,12,1,3410100,1008000,888300,172800,12415500,13802400,592200
30402060605,12,1,4758300,106200,4677300,279000,2978100,14538600,5284800
30402060701,12,1,5995800,2497500,747900,0,37288800,54665100,1996200
30402060702,12,1,4389300,1087200,5426100,2970000,16830000,43372800,14134500
30402060703,12,1,7224300,2313900,1321200,1485900,18902700,52863300,58756500
30402060704,12,1,479700,69300,315900,272700,13930200,20102400,17190900
30402060705,12,1,16505100,2698200,2315700,0,19348200,56828700,38749500
30402060706,12,1,8575200,915300,912600,0,25903800,58428900,12103200
30402060802,12,1,31768200,3682800,2197800,0,41968800,27644400,47799000
30402060803,12,1,12013200,937800,0,117000,8103600,15622200,75365100
30402060901,12,1,7421400,36900,0,0,21495600,2304900,2168100
30402060902,12,1,11097900,587700,0,0,17782200,25154100,42050700
30402060903,12,1,11665800,146700,0,0,28607400,1278000,2480400
30402060904,12,1,8218800,126900,0,0,6149700,14219100,20262600
30402060905,12,1,15042600,752400,0,0,22594500,35252100,20781000
30402060906,12,1,4042800,2708100,0,0,36481500,42621300,44424900
30402060907,12,1,8517600,193500,0,0,50887800,19964700,6459300
30402061001,12,1,5431500,29700,0,0,4554900,23887800,7472700
30402061002,12,1,12217500,64800,0,0,27504000,12959100,16713900
30402061003,12,1,33251400,0,0,0,23199300,4987800,25663500
30402070101,12,1,2431800,0,0,0,1041300,2673000,77153400
30402070102,12,1,580500,0,0,0,0,3459600,57874500
30402070103,12,1,3399300,0,0,0,1593000,20898900,32940000
30402070104,12,1,11205900,0,0,0,8863200,22145400,65279700
30402070105,12,1,7068600,0,0,0,12420900,14946300,25782300
30402070106,12,1,8203500,0,0,45900,3486600,26024400,5079600
30402070204,12,1,28015200,4178700,0,0,14179500,43359300,60714900
30402070205,12,1,8443800,0,0,0,11070000,6887700,23454000
30402070206,12,1,9740700,0,0,0,12610800,20737800,62516700
30402070207,12,1,15855300,0,0,0,6668100,58636800,62972100
30402070208,12,1,36927000,0,0,43781400,32147100,7288200,7386300
30402070209,12,1,5400,0,0,0,0,0,0
30402070210,12,1,32400,0,0,0,0,0,0
30402080103,12,1,23939100,9405000,267300,0,33446700,14069700,0
30402080106,12,1,30211200,2417400,1539900,3681900,14842800,11062800,0
30402080107,12,1,16154100,0,0,1501200,7877700,1544400,0
30402080108,12,1,1606500,0,0,0,0,0,0
30402080201,12,1,6380100,1954800,96300,0,18025200,9836100,0
30402080202,12,1,14914800,2831400,1535400,0,20507400,9253800,0
30402080203,12,1,9819000,1282500,808200,477900,11736000,7203600,0
30402080204,12,1,36477000,4697100,544500,2628000,34723800,10776600,0
30402080205,12,1,1323000,0,0,4500,0,0,0
30402080301,12,1,20917800,11322900,0,1604700,61460100,27742500,13295700
30402080302,12,1,9978300,1635300,0,999900,9648900,2222100,0
30402080303,12,1,15198300,185400,0,9108900,4400100,2102400,968400
30402080304,12,1,14318100,620100,0,2035800,2674800,15300,152100
30402080305,12,1,12436200,701100,0,162900,3359700,614700,350100
30402080306,12,1,7535700,125100,0,121500,836100,1969200,5220000
30402080307,12,1,8623800,263700,0,0,5053500,5371200,5817600
30402080308,12,1,20163600,21600,0,5544000,5838300,1316700,1800
30402080309,12,1,1517400,0,0,0,0,0,0
30402080311,12,1,19800,0,0,0,0,0,0
30402080312,12,1,19800,0,0,0,0,0,0
30402080313,12,1,900,0,0,0,0,0,0
30402080314,12,1,44100,0,0,0,0,0,0
30402080401,12,1,9369000,0,0,3579300,6607800,170100,0
30402080402,12,1,7142400,0,0,16014600,31261500,1544400,0
30402080403,12,1,14400,0,0,0,0,0,0
30402080404,12,1,29700,0,0,0,0,0,0
30501120201,12,1,793800,2565000,9331200,0,72000,3230100,46653300
30501120202,12,1,4752900,1862100,5262300,0,5440500,10234800,42181200
30501120203,12,1,1517400,0,2582100,0,1036800,18990900,46325700
30501120204,12,1,2763000,334800,8283600,0,0,13934700,91935900
30501120205,12,1,8326800,5902200,9058500,0,4643100,23913000,62965800
30501120206,12,1,7771500,4164300,3906900,0,2295900,6285600,87453000
30501120301,12,1,18208800,379800,515700,0,40302900,4231800,23409900
30501120302,12,1,18183600,2641500,7469100,0,32113800,7302600,30951000
30501120303,12,1,35765100,1562400,2363400,20293200,26982000,3834000,43063200
30501120304,12,1,198900,0,0,10800,0,0,0
30501120401,12,1,1087200,0,584100,0,1773000,18934200,38580300
30501120402,12,1,14604300,0,0,0,5333400,6826500,58597200
30501120403,12,1,26397000,0,0,52093800,27027900,16820100,31894200
30501120404,12,1,36000,0,0,0,0,0,0
30502010101,12,1,115200,13437900,20470500,0,2069100,24810300,22605300
30502010201,12,1,168300,10132200,22712400,0,144000,32358600,84614400
30502010202,12,1,178200,77400,1030500,0,0,1690200,40512600
30502010203,12,1,7540200,3602700,14580900,0,7343100,24844500,80747100
30502010301,12,1,442800,378900,5503500,0,2351700,23320800,34804800
30502010302,12,1,3493800,1337400,3235500,0,13479300,21632400,75124800
30502010303,12,1,7942500,1975500,2820600,65700,14708700,5877900,16470900
30502010304,12,1,10191600,1602000,22106700,531900,12633300,28962000,14861700
30502010305,12,1,8292600,4124700,14013000,1712700,6365700,18412200,23867100
30502010306,12,1,1694700,1961100,10027800,4677300,782100,14924700,31438800
30502010401,12,1,21194100,7820100,3402900,4036500,78973200,160200,38457900
30502010402,12,1,15174000,9109800,5824800,11752200,31958100,1782000,32001300
30502010501,12,1,669600,1782900,11471400,0,4959000,20447100,11113200
30502010502,12,1,36000,657000,8329500,0,3485700,10264500,57814200
30502010503,12,1,900,1513800,16774200,0,923400,26420400,29369700
30502010504,12,1,0,2644200,35458200,0,1534500,47074500,45503100
30502010505,12,1,42300,243900,15773400,0,114300,22204800,28400400
30502010506,12,1,758700,1537200,44426700,0,1059300,24780600,83477700
30502010601,12,1,2752200,7477200,11597400,0,2762100,21375900,8154900
30502010602,12,1,3532500,1636200,2466900,24300,3495600,5919300,18570600
30502010603,12,1,5353200,2819700,5751900,13500,8804700,4834800,6634800
30502010604,12,1,12500100,11098800,3348900,3213000,11753100,8249400,27979200
30502010605,12,1,9687600,22960800,4346100,0,15176700,0,18278100
30502010701,12,1,0,875700,5147100,437400,1265400,4163400,27068400
30502010702,12,1,4123800,12619800,16360200,2958300,6091200,18711900,60592500
30502010703,12,1,44100,342000,2060100,2529000,37800,696600,31349700
30502010704,12,1,162000,4705200,18662400,9659700,1969200,15000300,105824700
30502010705,12,1,12856500,3475800,7041600,27234900,6071400,4642200,35406900
30502010706,12,1,6373800,13232700,23213700,6778800,22286700,10786500,54801000
30502010707,12,1,12906000,14211000,1421100,5106600,7646400,254700,29607300
30502010708,12,1,900,0,0,0,0,0,69300
30502020101,12,1,1698300,1134900,6626700,0,1311300,13066200,36282600
30502020102,12,1,6057900,2433600,3357900,0,2726100,12121200,14013000
30502020103,12,1,5013900,2047500,9739800,0,12866400,17529300,24250500
30502020104,12,1,15611400,3490200,13489200,0,45548100,6300,30008700
30502020105,12,1,10795500,7083900,6963300,783000,28224900,30087000,58756500
30502020201,12,1,20198700,1227600,315900,0,32252400,0,3266100
30502020202,12,1,10416600,33511500,7939800,0,62253900,0,28486800
30502020203,12,1,7760700,5525100,0,0,16120800,0,20166300
30502020204,12,1,4735800,453600,0,0,411300,0,16932600
30502020205,12,1,8565300,11880000,130500,0,29446200,0,21187800
30502020206,12,1,7200,0,0,0,0,0,0
30502020207,12,1,37800,0,0,0,0,0,202500
30502050309,12,1,5845500,11514600,19392300,0,10026000,31321800,24945300
30502050310,12,1,46800,863100,7673400,0,765000,10978200,31968000
30502050311,12,1,15672600,3197700,4982400,0,17744400,15741000,15819300
30502060301,12,1,11016000,234900,2830500,60300,14603400,9557100,711900
30502060302,12,1,9396000,1478700,14903100,827100,13025700,71310600,19314000
30502060303,12,1,7043400,152100,914400,837000,11202300,7235100,10197900
30502060304,12,1,7281000,2894400,9909000,10039500,17567100,17079300,69696900
30502060305,12,1,8137800,2426400,11513700,0,44587800,0,12031200
30502060306,12,1,4309200,27900,2104200,1315800,25732800,0,26391600
30502060307,12,1,12062700,9732600,43200,0,17763300,0,19668600
30502060308,12,1,11650500,4091400,834300,27967500,16448400,961200,34762500
30502060309,12,1,0,0,0,0,0,0,2700
30502060401,12,1,11556900,8908200,1389600,0,35618400,0,9930600
30502060402,12,1,12777300,18660600,3076200,0,30823200,0,19842300
30502060403,12,1,7146900,6783300,1176300,0,9117000,0,7822800
30502060404,12,1,10008900,18366300,116100,0,36820800,0,16231500
30502060405,12,1,10517400,19999800,2775600,0,27395100,0,55563300
30502060406,12,1,0,0,0,0,0,0,6300
30502070203,12,1,32319000,20221200,13753800,0,25318800,29169000,985500
30502070507,12,1,1291500,6650100,12496500,0,2181600,40926600,378000
30502070508,12,1,15367500,11921400,11811600,0,28382400,41246100,420300
30502070604,12,1,4210200,1792800,4448700,0,3417300,30212100,1759500
30502070605,12,1,1197900,3934800,9493200,0,11529900,23730300,770400
30502070606,12,1,13374900,6597900,9705600,0,39351600,37029600,1528200
30502070701,12,1,35505000,6606000,3393000,0,15435900,23212800,584100
30502070702,12,1,9236700,6345900,2728800,270000,16218900,29918700,8811900
30502070703,12,1,19444500,2703600,5177700,3449700,11689200,22932000,80078400
30502070704,12,1,10647900,1063800,2155500,8360100,17566200,10035900,88687800
30502070705,12,1,37089900,3940200,862200,16399800,6993000,18106200,23511600
30502070706,12,1,13078800,1062000,104400,32804100,5140800,7577100,24953400
30502070801,12,1,13853700,1927800,7540200,0,15798600,80935200,745200
30502070802,12,1,24681600,6031800,9929700,0,17370000,32518800,758700
30502070803,12,1,14359500,4694400,4554900,0,10521000,27796500,180900
30502070804,12,1,15082200,5340600,6760800,406800,9639900,38977200,17441100
30502070901,12,1,2494800,1328400,7080300,3411000,223200,19306800,27469800
30502070902,12,1,10269000,888300,12522600,2832300,2915100,51627600,24087600
30502070903,12,1,11056500,8027100,21201300,2753100,2788200,51750900,67207500
30502071001,12,1,10503900,325800,4491000,4080600,2247300,19464300,36313200
30502071002,12,1,5559300,1815300,441900,11476800,17830800,10202400,60911100
30502071003,12,1,14363100,477900,619200,47336400,23569200,4689900,11961000
30502071101,12,1,5909400,772200,3924000,47160000,1467900,16181100,26267400
30502071102,12,1,25818300,2941200,2445300,27603900,5415300,12106800,3800700
30502071103,12,1,22752900,3060000,1407600,47595600,14859900,8910900,1121400
30502071104,12,1,365400,0,0,19120500,0,558000,1301400
30502071105,12,1,306000,0,0,24300,0,0,0
30502080101,12,1,11263500,5080500,3426300,0,6309000,10598400,319500
30502080102,12,1,21013200,24765300,21240900,0,14194800,39207600,3502800
30502080301,12,1,11734200,18030600,14123700,0,18507600,35679600,3550500
30502080302,12,1,31336200,4008600,71100,0,52549200,28462500,297000
30502080401,12,1,10026000,5886000,6088500,0,15825600,15764400,302400
30502080402,12,1,17992800,4026600,7114500,0,13793400,29707200,717300
30502080403,12,1,5171400,2119500,11300400,0,7041600,26749800,381600
30502080404,12,1,18287100,9671400,6665400,0,22114800,44156700,1299600
30502080405,12,1,13960800,1170900,1386000,586800,6906600,13367700,5117400
30502080406,12,1,35240400,1236600,1304100,1706400,9043200,28915200,15009300
30502080407,12,1,34817400,3842100,3456900,17821800,14757300,23607900,40208400
30502080501,12,1,14033700,360900,0,10534500,5990400,1437300,86400
30502080502,12,1,27297900,1445400,78300,15921900,6163200,3469500,1352700
30502080503,12,1,26017200,3876300,146700,32827500,11350800,5967000,778500
30502080601,12,1,21278700,3068100,6173100,12362400,6020100,27200700,43915500
30502080602,12,1,12889800,1128600,873900,6380100,618300,10746900,21475800
30502080603,12,1,14397300,1442700,701100,8667900,2185200,5732100,2099700
30502080604,12,1,21811500,636300,3039300,17679600,2876400,15992100,31891500
30502080605,12,1,17883000,4302000,1601100,26321400,8869500,6725700,10940400
30502080606,12,1,29285100,5197500,3894300,26687700,24009300,10764900,32508900
30502080607,12,1,22004100,1699200,8468100,36844200,13271400,10519200,37769400
30502080608,12,1,16023600,2738700,306000,25800300,6635700,2734200,1469700
30502090101,12,1,1886400,1857600,0,0,10366200,0,74132100
30502090102,12,1,0,0,0,0,0,0,482400
30502090201,12,1,18399600,6730200,2153700,0,65377800,0,10619100
30502090202,12,1,34505100,3969900,0,0,51110100,0,60414300
30502090203,12,1,17611200,1372500,134100,0,23601600,0,46636200
30502090204,12,1,2326500,4223700,0,0,7002900,0,12950100
30502090205,12,1,123300,0,0,0,0,0,860400
30502090206,12,1,215100,0,0,0,0,0,9900
30502090207,12,1,10800,0,0,0,0,0,0
30502100101,12,1,5882400,2178900,0,17937000,4491900,76500,0
30502100102,12,1,21818700,4264200,0,64969200,6030900,1283400,0
30502100103,12,1,15300,0,0,0,0,0,0
30502100104,12,1,47700,0,0,0,0,0,0
30601090105,12,1,9612000,22321800,29726100,0,8432100,44057700,38836800
30601090107,12,1,39966300,8659800,12046500,18588600,6939000,20240100,58231800
30601090202,12,1,45947700,10803600,0,0,20350800,77045400,71481600
30601090203,12,1,39792600,6446700,0,0,35822700,36486000,40539600
30601090301,12,1,0,213300,5655600,0,1836000,30587400,1681200
30601090302,12,1,1637100,8483400,33751800,0,3064500,40882500,31825800
30601090303,12,1,16313400,0,9153900,23796900,0,4617900,13990500
30601090304,12,1,18569700,273600,20524500,1720800,0,14299200,30529800
30601090305,12,1,23825700,1563300,1160100,4122900,37401300,27380700,119807100
30601090306,12,1,11501100,680400,765900,13292100,871200,36042300,37503900
30601090307,12,1,25035300,3525300,9927000,20699100,44886600,112874400,211376700
30601090308,12,1,0,0,0,81000,0,0,900
30601090309,12,1,656100,0,0,0,38700,0,0
30601100101,12,1,21724200,0,771300,0,26708400,47019600,600300
30601100102,12,1,3933900,2281500,14590800,0,1888200,69548400,2574900
30601100103,12,1,1669500,563400,9188100,22500,4340700,11990700,109971900
30601100201,12,1,6496200,426600,19058400,3188700,595800,7175700,102862800
30601100202,12,1,19549800,2031300,2646900,31857300,16138800,14902200,31810500
30601100301,12,1,28284300,3348000,218700,20437200,17750700,10201500,4623300
30601100302,12,1,21369600,3995100,0,8640000,18462600,0,0
30601100303,12,1,7875900,1295100,0,25425000,8973900,259200,114300
30601100304,12,1,18672300,5862600,957600,18555300,18139500,2205000,57600
30601100305,12,1,39600,0,0,0,4500,0,0
30601100306,12,1,0,0,0,1800,5400,0,0
30602020605,12,1,18806400,554400,1770300,0,8286300,51313500,18227700
30602030606,12,1,10593000,2763000,4142700,0,6152400,87570000,33040800
30602040101,12,1,17952300,0,1482300,30165300,6508800,8739900,694800
30602040102,12,1,17994600,0,1021500,82179900,4730400,5667300,53100
30602040201,12,1,10819800,1575000,3953700,180900,18432900,88072200,67120200
30602040202,12,1,5401800,0,942300,0,1422000,14796900,12967200
30602040203,12,1,5147100,0,5004000,71102700,4613400,49410000,30965400
30602040301,12,1,182700,0,6146100,5269500,4909500,80456400,59881500
30602040302,12,1,6743700,0,162000,251100,678600,13242600,17100
30602040303,12,1,15580800,0,816300,17419500,8469900,16802100,1425600
30602040304,12,1,30641400,0,3699900,88040700,9316800,13227300,1460700
30602040502,12,1,34601400,0,7637400,108304200,18438300,14094900,4779000
30402040602,12,2,6788700,19586700,6513300,0,32679900,11790000,7730100
30402040807,12,2,22802400,9575100,1452600,0,22790700,13782600,15482700
30402040809,12,2,12576600,1833300,0,0,7832700,25281900,39177000
30402040810,12,2,13117500,387900,4500,2051100,31409100,2743200,30022200
30402050805,12,2,9263700,24300,6836400,0,5742900,40562100,37317600
30402050806,12,2,20820600,692100,545400,0,11916000,47997000,71969400
30402050902,12,2,1489500,900,1523700,0,1131300,68292900,26001000
30402050903,12,2,12137400,18000,4905000,0,2197800,38821500,47081700
30402050904,12,2,3789000,70200,555300,0,2697300,62919900,77321700
30402050905,12,2,4212900,0,102600,0,1778400,14741100,45702000
30402050906,12,2,26349300,0,0,0,31662000,14157000,24177600
30402050907,12,2,5450400,0,0,0,17895600,63234900,27693900
30402050908,12,2,3995100,0,0,0,5076900,18501300,47522700
30402050909,12,2,9017100,0,0,0,12653100,25787700,48029400
30402050910,12,2,6747300,0,0,0,3493800,19764000,2394900
30402060403,12,2,1066500,5967000,284400,0,48780900,62604900,0
30402060404,12,2,955800,3736800,0,0,20908800,10554300,0
30402060405,12,2,1459800,3681900,3834900,0,46940400,50815800,7440300
30402060503,12,2,9419400,9042300,333000,34200,15926400,9854100,338400
30402060504,12,2,9324900,7368300,1350900,593100,28262700,8717400,4375800
30402060505,12,2,23409900,10741500,921600,70200,38852100,35262900,11860200
30402060506,12,2,3703500,1245600,2223900,1581300,16377300,8400600,16548300
30402060601,12,2,1989000,565200,1607400,0,13454100,30548700,5915700
30402060602,12,2,3391200,4617900,1706400,630000,28585800,40234500,4401000
30402060603,12,2,8649900,5101200,825300,0,39690900,19870200,0
30402060604,12,2,3331800,1004400,756000,165600,12306600,12545100,585000
30402060605,12,2,4342500,106200,4134600,279900,2526300,12567600,5245200
30402060701,12,2,5944500,2475900,705600,0,36706500,53452800,1976400
30402060702,12,2,4248900,1081800,4808700,2853900,15128100,39268800,13369500
30402060703,12,2,7110900,2228400,1256400,1441800,18159300,51562800,56330100
30402060704,12,2,468900,66600,303300,272700,13260600,19485900,16975800
30402060705,12,2,16350300,2681100,2309400,0,18971100,55699200,37872900
30402060706,12,2,8397900,909000,908100,0,22208400,56022300,11770200
30402060802,12,2,31535100,3663900,2184300,0,41361300,27112500,46682100
30402060803,12,2,11785500,926100,0,81900,7804800,15232500,73467000
30402060901,12,2,7170300,36900,0,0,17913600,2182500,2049300
30402060902,12,2,10855800,576900,0,0,14539500,23802300,37445400
30402060903,12,2,11482200,139500,0,0,26710200,1219500,2254500
30402060904,12,2,7919100,130500,0,0,5578200,13840200,18915300
30402060905,12,2,14742000,646200,0,0,21423600,33967800,19494000
30402060906,12,2,4032000,2623500,0,0,34495200,41773500,43453800
30402060907,12,2,8293500,169200,0,0,48682800,18688500,6281100
30402061001,12,2,5373000,29700,0,0,4315500,23502600,7246800
30402061002,12,2,12019500,63000,0,0,27335700,12716100,15802200
30402061003,12,2,32810400,0,0,0,18701100,4442400,7843500
30402070101,12,2,2395800,0,0,0,1017000,2654100,75696300
30402070102,12,2,570600,0,0,0,0,3447900,57121200
30402070103,12,2,3366900,0,0,0,1500300,20499300,30811500
30402070104,12,2,11034000,0,0,0,5331600,21809700,63513900
30402070105,12,2,6890400,0,0,0,9876600,13950000,24881400
30402070106,12,2,7944300,0,0,37800,3096900,25019100,2304900
30402070204,12,2,27731700,4158900,0,0,13563900,42147000,60006600
30402070205,12,2,8390700,0,0,0,10666800,6718500,22860000
30402070206,12,2,9675900,0,0,0,12430800,19993500,60642900
30402070207,12,2,15651000,0,0,0,6046200,56582100,41112000
30402070208,12,2,35353800,0,0,2134800,30081600,5473800,1847700
30402070209,12,2,5400,0,0,0,0,0,0
30402070210,12,2,7200,0,0,0,0,0,0
30402080103,12,2,23725800,9264600,267300,0,31870800,13762800,0
30402080106,12,2,29730600,2413800,1540800,225900,13857300,10548000,0
30402080107,12,2,15351300,0,0,126900,7460100,1538100,0
30402080108,12,2,1530900,0,0,0,0,0,0
30402080201,12,2,6362100,1940400,96300,0,17577900,9789300,0
30402080202,12,2,14772600,2821500,1534500,0,19754100,9092700,0
30402080203,12,2,9684900,1271700,808200,171000,11322000,7137000,0
30402080204,12,2,34696800,4672800,535500,545400,31127400,10632600,0
30402080205,12,2,1197000,0,0,2700,0,0,0
30402080301,12,2,20437200,11115900,0,558900,54680400,27117000,12876300
30402080302,12,2,9741600,1633500,0,279000,9492300,2187900,0
30402080303,12,2,13612500,105300,0,688500,4330800,2080800,961200
30402080304,12,2,13957200,563400,0,387900,2601000,14400,150300
30402080305,12,2,12413700,698400,0,51300,3302100,608400,347400
30402080306,12,2,7533900,122400,0,110700,832500,1927800,5198400
30402080307,12,2,8616600,261000,0,0,5040900,5297400,5563800
30402080308,12,2,19693800,21600,0,298800,5697900,1283400,1800
30402080309,12,2,1110600,0,0,0,0,0,0
